eCRIS Contract Nbr,Funding Source Id,Funding Source Name,Funding Source Type,Funding Source Nbr
,ID0000002789,SWOG-CTI,Foundation,
,IDM0000790,Sanofi-Aventis US,Industry,
DR00002175,ID00007605,Children's Hospital of Philadelphia,Medical Center/Hospital,Prime for AHOD1721 (BMS209-774) pass through
,ID00011499,Mylan Pharmaceuticals,Industry,
,ID00011974,Wessinger Foundation,Foundation,
,ID00012610,Lymphoma Research Foundation,Foundation,
,ID00012769,DHHS National Institutes of Health,Federal,R01-EY023285-05
,ID00012550,DHHS National Institutes of Health,Federal,
DR00002532,ID00002248,Epizyme Inc,Industry,
,ID0000002755,CuraGen ,Industry,CLN-12
,ID00001766,Non-funded,OHSU,
,ID00003776,Unfunded,Other,
,ID00005433,Abbott Nutrition,Industry,BK33/Industry
,00005311,DHHS NIH Natl Eye Inst,Federal,
DR00000565,IDM0001180,Amarin Pharma Inc,Industry,
,ID00008066,Xcovery Holding Company LLC,Industry,
,ID0000002011,"Orphan Therapeutics, LLC",Industry,
,ID00003413,SWOG-CTI,Foundation,
,ID0000002063,SWOG-CTI,Foundation,
,ID00003836,DHHS NIH Natl Inst on Drug Abuse,Federal,
DR00001603,ID00012174,DexCom Inc,Industry,
,IDM0000404,Bayer HealthCare Pharmaceuticals Inc,Industry,
DR00001550,ID00004087,CVRx Inc,Industry,
,ID00007676,"Knights Templar Eye Foundation, Inc.",Foundation,Pending
,ID00007419,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,K24HD060786
,ID00005418,NIH Common Fund,Federal,
,ID00009208,NIH Common Fund,Federal,EXITO ECI
,ID00007032,NIH Common Fund,Federal,
,ID00007036,Bill & Melinda Gates Foundation,Foundation,
,ID00006614,Medical Research Foundation of Oregon,Foundation,None provided yet
DR00000650,IDM0002377,Allergan,Industry,
,IDM0001754,Actelion Pharmaceuticals USA Inc,Industry,
,ID0000005398,OSI Pharmaceuticals,Industry,
,ID00007348,American Academy of Family Physicians Fnd,Foundation,
,ID00011522,SWOG-CTI,Foundation,
,ID0000001659,SWOG-CTI,Foundation,
,ID0000001966,SWOG-CTI,Foundation,
,ID00006000,DHHS NIH Natl Cancer Inst,Federal,
,00003010,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,"PPQ housed at FHCRC, we are a participating site"
DR00001918,ID00006047,Bristol-Myers Squibb,Industry,
,IDM0000216,DHHS Agency for Hlthcare Rsch and Quality CONTRACT,Federal,R01HS023793
,ID00007811,DHHS CDCP Natl Inst for Occupational Safety & Hlth,Federal,
,ID00002335,Canyon Ranch Institute,Foundation,
,ID00005802,JHP Pharmaceuticals LLC,Industry,
,ID00010829,Retrophin Inc,Industry,
,ID00007202,Massachusetts General Hosp,Medical Center/Hospital,2R01CA140574
,IDM0000568,American College of Rheumatology - Research and Education Foundation,Foundation,
DR00001288,ID00002673,Nivalis Therapeutics Inc,Industry,
,IDM0000058,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,
,ID00011308,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,1R41TR000357-01A1
,ID0000004133,Medical Research Foundation of Oregon,Foundation,
,ID00006023,Forest Research Institute,Industry,
,ID00006270,Baxalta US Inc,Industry,
,ID00011533,DexCom Inc,Industry,
DR00000687,IDM0000337,Bayer HealthCare Pharmaceuticals Inc,Industry,
,ID00012420,Univ. of Pittsburgh,Academic Institution/Univ,
,ID00007195,Association of Specialty Professors (ASP),Foundation,
,00004344,OHSU Fnd,Foundation,OHSUF/CDHF private donor contribution
,ID00002741,American Diabetes Association,Foundation,
,ID0000002382,SWOG-CTI,Foundation,
,ID00000068,Alliance for Clinical Trials in Oncology,Foundation,
DR00002097,ID00011227,Washington State Health Care Authority,State Non Oregon,
,ID00006394,Bill & Melinda Gates Foundation,Foundation,
,ID00004034,Thrasher Research Fund,Foundation,
,ID00003921,Patient-Centered Outcomes Research Institute (PCORI),Foundation,
DR00001246,ID00002171,ImmunoGen Inc,Industry,
,ID00006947,CSL Behring LLC,Industry,
DR00002411,ID00000187,Eisai Inc,Industry,
DR00001193,ID00000187,Eisai Inc,Industry,
,ID00003832,St. Baldrick's Foundation,Foundation,
,ID00006168,Regeneron Pharmaceuticals Inc,Industry,
,ID00006847,Cell Point LLC,Industry,
,ID00012579,Medical Research Foundation of Oregon,Foundation,
,ID00005271,Children's Hospital Los Angeles,Medical Center/Hospital,TACL Consortium T2012-002 (IRB Fees Waived)
,IDM0003216,Histogenics Corporation,Industry,
DR00000005,ID00010262,Baxter Healthcare Corporation,Industry,
DR00002162,ID00005399,"Merck & Co., Inc.",Industry,	54853
,IDM0001250,DHHS NIH Natl Inst of Allergy & Infectious Disease,Federal,U01 AI109657-01
DR00000282,IDM0002652,Bayer HealthCare Pharmaceuticals Inc,Industry,
DR00000257,IDM0002652,Bayer HealthCare Pharmaceuticals Inc,Industry,
DR00001819,ID00005206,"Zimmer, Inc.",Industry,
,ID00012611,Friends of Doernbecher,Foundation,
,ID00011267,Friends of Doernbecher,Foundation,
,ID0000000680,American College of Radiology,Foundation,
,ID00003513,American College of Radiology,Foundation,
,ID00012870,DHHS NIH Natl Ctr for Rsch Resources,Federal,R25RR026008- supp; 5R25 OD010496 
DR00000833,ID00008370,Children's Hospital of Philadelphia,Medical Center/Hospital,CHOP is prime/flow thru for all funding cited in this IRQ
,IDM0000041,Children's Oncology Group,Foundation,
,ID00005264,"MicroVention, Inc.",Industry,
,IDM0001297,DHHS NIH Natl Cancer Inst,Federal,
,ID00012564,DHHS NIH Natl Cancer Inst,Federal,
,ID00007339,DHHS NIH Natl Cancer Inst,Federal,
,ID00004713,U.S. Dept of Veterans Affairs,Federal,
,IDM0001459,U.S. Dept of Veterans Affairs,Federal,
,ID00012344,DHHS NIH Natl Inst on Deafness & Other Com Disorders,Federal,3R01DC012033-04S1
,ID00007538,Univ. of Washington,Academic Institution/Univ,
,ID00012772,SWOG-CTI,Foundation,
,ID00005995,Regence Foundation,Foundation,
,ID00010429,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
DR00000211,IDM0000835,Medtronic MiniMed Inc,Industry,
DR00000343,IDM0000696,Grifols Therapeutics Inc,Industry,GTi1402
,ID00000197,VITA Zahnfabrik,Industry,
,ID00006254,Oregon Office of Rural Health,State Oregon,
,ID00010114,NIH Common Fund,Federal,
,ID00005314,NIH Common Fund,Federal,
,ID00006331,NIH Common Fund,Federal,5R21TW009927
,ID00008337,Bill & Melinda Gates Foundation,Foundation,OPP1055878
,ID0000001142,SWOG-CTI,Foundation,
,ID0000000566,SWOG-CTI,Foundation,
,ID00003416,SWOG-CTI,Foundation,
,IDM0000227,Natl Childhood Cancer Fnd,Foundation,
,IDM0002978,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,
,ID00009327,Children's Hospital of Philadelphia,Medical Center/Hospital,
,ID00010818,Children's Hospital of Philadelphia,Medical Center/Hospital,
,ID00012347,DHHS National Institutes of Health,Federal,1R21DC010239
,IDM0003135,Stryker Biotech,Industry,
,IDM0000798,Yale Univ. School of Medicine,Academic Institution/Univ,
,ID00001060,Exelixis Inc,Industry,
,ID00011811,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,ID00011613,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
DR00002556,ID00009615,Leukemia and Lymphoma Society,Foundation,
,IDM0000442,Genzyme Corporation,Industry,
,IDM0000081,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
DR00000617,IDM0000641,Upsher-Smith Laboratories Inc,Industry,P261-301
,00002310,"Sigma-Tau Pharmaceuticals, Inc.",Industry,
,ID00006956,CareOregon,Foundation,
,ID00002425,"Jaeb Ctr for Hlth Rsch, Inc.",Industry,
,IDM0000390,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,NIH R01 DK092468
,ID00011913,DHHS NIH Natl Cancer Inst,Federal,UM1CA097452
,ID00004366,United Therapeutics Corporation,Industry,RIN-PH-403
,ID00005947,"Abbott Vascular, Inc.",Industry,
,ID00010839,American Society of Clinical Oncology (ASCO),Foundation,
,ID00011727,DHHS National Institutes of Health,Federal,
,ID00011272,Pennsylvania State University,Academic Institution/Univ,H133E140026
DR00001727,ID00011660,Genentech Inc,Industry,
,ID00007261,"Intel, Inc.",Industry,
,ID00007251,DHHS NIH Natl Inst of Allergy & Inf Dis CONTRACT,Federal,1R01AI104229
DR00001573,IDM0003045,GlaxoSmithKline LLC,Industry,
DR00001200,ID00001813,GlaxoSmithKline LLC,Industry,
,IDM0000971,American Gastroenterological Association,Foundation,
,ID00010861,Myelin Repair Foundation,Foundation,
DR00002176,IDM0000335,GE Healthcare Inc,Industry,Funding is pending contract negotiation
DR00000443,IDM0001626,Alexion Pharmaceuticals Inc,Industry,
,ID00004847,Natl Multiple Sclerosis Society,Foundation,HC-1510-06870
,ID00011881,Natl Multiple Sclerosis Society,Foundation,
,ID00001832,"Univ. of California, San Francisco",Academic Institution/Univ,
,ID0000000298,"Telik, Inc.",Industry,
,ID00010430,Univ. of Alabama at Birmingham,Academic Institution/Univ,
,IDM0000168,ARIAD Pharmaceuticals Inc,Industry,
,IDM0003125,Gilead Sciences Inc,Industry,
,ID00006511,DHHS NIH Natl Ctr for Complementary & Integrative Health,Federal,R21 AT004960 03
,ID00006754,Hardy Diagnostics,Industry,
,ID00007772,DHHS NIH Natl Eye Inst,Federal,
,IDM0002752,Eli Lilly and Company,Industry,
,IDM0002473,American Board of Family Medicine,Foundation,
,IDM0000966,SWOG-CTI,Foundation,
,IDM0001310,SWOG-CTI,Foundation,
,ID00005329,Emergency Medicine Foundation,Foundation,
DR00001090,ID00000109,Applied Genetic Technologies Corporation,Industry,
,IDM0000952,SWOG-CTI,Foundation,
,ID00002357,OHSU Fnd,Foundation,
,ID00011779,"American Heart Assoc., Western States Affiliate",Foundation,16UFEL31530001
,ID00012593,DHHS NIH Natl Cancer Inst,Federal,
,ID00009403,St. Baldrick's Foundation,Foundation,
,IDM0000366,Natl Alliance for Rsch on Schizo & Depression,Foundation,N/A
,ID0000005086,DHHS National Institutes of Health,Federal,1R21NR010363-01
,ID00005828,Prakasam Start-Up Fund,Foundation,
,ID00011634,University of Montana,Academic Institution/Univ,
,ID00000027,DHHS National Institutes of Health,Federal,R21 AI077048-01
,ID00011207,Thrasher Research Fund,Foundation,
,IDM0003235,DHHS CDCP,Federal,1U48 DP001937-01
,ID00000748,DHHS NIH Natl Inst of Nursing Rsch,Federal,
,00001132,Alpha Phi Foundation,Foundation,
,ID0000002142,"UCB Pharma, Inc.",Industry,
,ID00010834,DHHS NIH Natl Inst on Alcohol Abuse and Alcoholism,Federal,
DR00002790,ID00012321,Incyte Corporation,Industry,
DR00001436,ID00000106,Incyte Corporation,Industry,
,00005418,DHHS NIH Natl Ctr for Rsch Resources,Federal,FNS089260A
,ID00011944,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,Pending
,ID00001756,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
DR00001725,ID00001910,RedHill Biopharma Ltd,Industry,RHB-102-01
,IDM0001070,Genzyme Corporation,Industry,
,ID00006225,SAM Medical Products,Industry,
,IDM0002509,Robert Wood Johnson Fnd,Foundation,
,IDM0000087,National Palliative Care Research Center,Foundation,
,ID00011663,OHSU Moore Institute,Foundation,
DR00001575,IDM0003131,Isis Pharmaceuticals Inc,Industry,
,IDM0000868,DHHS NIH Natl Inst of General Medical Science,Federal,
,ID00004906,Bristol-Myers Squibb Company,Industry,AI444038
,ID00011616,N. L. Tartar Trust,Foundation,
DR00001489,IDM0000032,Cortendo AB,Industry,
,ID0000002691,United Therapeutics Corporation,Industry,TDE-PH-304
,ID00005697,DHHS NIH Natl Cancer Inst,Federal,1 U54 CA209988-01A1
,ID00002381,DHHS NIH Natl Cancer Inst,Federal,3P30CA069533-13S9
DR00002623,ID00010770,Pfizer Inc,Industry,
,ID00006824,Pfizer Inc,Industry,
,ID00012587,DHHS NIH Natl Cancer Inst,Federal,
,IDM0000644,DHHS NIH Natl Cancer Inst,Federal,1 R44 CA180425 (to Imbio)
DR00000817,IDM0002664,Vertex Pharmaceuticals Inc,Industry,
,ID00005780,VGTI Florida,Foundation,
,ID00003922,VGTI Florida,Foundation,
,ID00005722,Robert Wood Johnson Fnd,Foundation,69909
,ID0000000158,Novartis Pharmaceuticals Corporation,Industry,CZOL446M2308
DR00001602,ID00010772,Helmsley Charitable Trust,Foundation,
DR00001061,IDM0002796,Agios Pharmaceuticals Inc,Industry,
,ID0000004827,Medical Research Foundation of Oregon,Foundation,66601
,ID00006926,Medical Research Foundation of Oregon,Foundation,NA. 
,IDM0001243,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,RO1DK102813
,ID00010864,All Children's Research Institute,Foundation,
,ID00007655,Manton Foundation,Foundation,
,ID00006719,Cincinnati Children's Hospital Medical Center,Academic Institution/Univ,
,ID00006154,Oregon Health Authority,State Oregon,
,ID00007532,Oregon Health Authority,State Oregon,
,ID00010876,OHSU Parkinson's Center of Oregon,Foundation,
DR00001191,IDM0003003,Genentech Inc,Industry,
,ID00010189,Leidos Biomedical Research Inc,Federal,
,ID00001213,National Association of Chronic Disease Directors,Foundation,
,ID00007668,Eastern Cooperative Oncology Group (ECOG),Foundation,
,ID00003270,Vertex Pharmaceuticals Inc,Industry,VX08-770-105
DR00002195,ID00004103,MyoKardia Inc,Industry,
,ID00001858,Shriners Hospitals for Children - Tampa,Medical Center/Hospital,
,ID00000081,Emory Univ.,Academic Institution/Univ,
,IDM0001455,Icahn School of Medicine Mount Sinai,Academic Institution/Univ,
DR00000281,ID00007123,Novartis Pharmaceuticals Corporation,Industry,
,ID00012103,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,
,ID00005952,Novartis Pharmaceuticals Corporation,Industry,
,ID00010455,DHHS National Institutes of Health,Federal,
,ID00011537,DHHS National Institutes of Health,Federal,
,ID00008841,DHHS National Institutes of Health,Federal,
,ID00003996,GlaxoSmithKline LLC,Industry,
,ID00006679,GlaxoSmithKline LLC,Industry,
,ID00006381,GlaxoSmithKline LLC,Industry,
,ID00007701,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,1 R18 DK114701-01
DR00002312,ID00008517,Novartis Pharmaceuticals Corporation,Industry,
,IDM0003228,EMD Serono Inc,Industry,
,IDM0000669,MEI Pharma Inc,Industry,
,ID00002833,ALS Finding A Cure,Foundation,
,ID00004181,Ronald McDonald House Charities,Foundation,NA
,ID00002221,OHSU University Shared Resources Pilot Funding,Foundation,
DR00002650,ID00012738,American Lung Association,Foundation,
,ID00011504,Rheumatology Research Foundation,Foundation,
,00001884,"LeMaitre Vascular, Inc.",Industry,Protocol # LMV-AUI-P2-001
DR00000059,IDM0003048,HeartWare Inc,Industry,HW004A DT
,ID00006472,DHHS NIH Natl Ctr for Complementary & Integrative Health,Federal,1 UH2 AT007766-01
DR00002379,IDM0003142,Pacific Pediatric Neuro-Oncology Consortium,Medical Center/Hospital,
DR00002128,ID00006042,Boehringer Ingelheim Pharmaceuticals Inc,Industry,
,ID0000002400,Cochlear Americas,Industry,
,ID00005892,Xoma (US) LLC,Industry,
,IDM0002563,Gerber Fnd,Foundation,pending
DR00002595,ID00011426,Ionis Pharmaceuticals,Industry,
DR00000453,IDM0000163,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,
DR00000460,IDM0000597,MedImmune LLC,Industry,
,00001803,National Science Foundation,Federal,
,ID00006732,Alere Inc,Industry,
,IDM0000489,Duke University Medical Center & Health System,Academic Institution/Univ,H133E080011
,IDM0001552,DHHS NIH Natl Inst on Aging,Federal,5R01AG036772-05
,ID00007351,DHHS NIH Natl Inst on Aging,Federal,
,ID00005833,DHHS NIH Natl Inst on Drug Abuse,Federal,R01 DA030431
,IDM0002434,Array BioPharma Inc,Industry,
,ID00012734,OHSU SOM Faculty Innovation Fund,Foundation,
,ID00005883,EMD Serono Inc,Industry,
,00000127,Univ. of Michigan,Academic Institution/Univ,
,IDM0000510,Medical Research Foundation of Oregon,Foundation,
,ID00009912,Medical Research Foundation of Oregon,Foundation,
,IDM0001192,DHHS NIH Natl Library of Medicine,Federal,1R01LM011934
,ID00005808,GlaxoSmithKline LLC,Industry,ACE114622
,ID00003196,Harvard Clinical Research Institute,Academic Institution/Univ,
,IDM0002823,Alliance for Clinical Trials in Oncology,Foundation,
,ID00004946,Cambia Health Foundation,Foundation,
,ID00004570,Eli Lilly and Company,Industry,
,ID00000149,"Three Rivers Pharmaceuticals, LLC",Industry,
,IDM0001729,Actelion Pharmaceuticals USA Inc,Industry,
,ID0000002706,Michael J. Fox Fdn for Parkinson's Research,Foundation,
,ID00011319,Baxalta US Inc,Industry,
,ID00000230,"Merck & Co., Inc.",Industry,
,ID00011585,Ford Family Foundation,Foundation,20170280
,IDM0001176,"John A. Hartford Fnd, Inc.",Foundation,14-208
,ID00010867,Children's Hospital Colorado,Medical Center/Hospital,
,IDM0002545,DHHS Agency for Hlthcare Rsch and Quality,Federal,1 K12 HS022981 01
,ID00005997,Federal Emergency Management Agency,Federal, EMW-2011-FP-0019
DR00002579,ID00010862,Seattle Genetics Inc,Industry,
,ID00004711,DOD,Federal,
DR00001163,IDM0001111,F. Hoffmann-La Roche Ltd,Industry,
DR00001636,ID00003933,F. Hoffmann-La Roche Ltd,Industry,
,ID00010364,Univ. of Rochester Medical Center,Medical Center/Hospital,
DR00000901,ID00009500,DOD,Federal,NHC-TBI-PoNS-RT001
,IDM0001034,NBIA Disorders Association,Foundation,
,ID00003875,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,
DR00001406,ID00003370,Sirtex Medical Inc,Industry,
,ID00010713,OHSU University Shared Resources Pilot Funding,Foundation,
DR00000922,IDM0002761,Bellicum Pharmaceuticals Inc,Industry,
,ID0000002471,Eli Lilly and Company,Industry,OGA Award Number: AEDCN0136
,ID00000146,DHHS NIH Natl Inst on Drug Abuse,Federal,
,ID00008531,DHHS NIH Natl Inst of Allergy & Infectious Disease,Federal,
DR00001604,ID00009993,DexCom Inc,Industry,
DR00002268,IDM0003126,Insmed Inc,Industry,
,IDM0001143,Bayer HealthCare Pharmaceuticals Inc,Industry,IRB Fees Waived - see info tab
DR00002220,IDM0003229,Covidien LP,Industry,
,ID00006297,Society of Family Planning (SFP),Foundation,
DR00002675,ID00009644,AbbVie Inc,Industry,
,ID00005834,DHHS NIH Natl Inst on Drug Abuse,Federal,
,ID00005062,OHSU School of Medicine Dean's Office,Academic Institution/Univ,
,ID00000062,DHHS National Institutes of Health,Federal,
,ID00011942,DHHS National Institutes of Health,Federal,R01 EY028755
,ID00009211,DHHS National Institutes of Health,Federal,
,IDM0000491,Pennsylvania State University,Academic Institution/Univ,
,ID00007748,DHHS Hlth Resources and Svcs Admin,Federal,HHSH25201400001C
DR00002245,IDM0000533,Grifols Therapeutics Inc,Industry,
DR00000216,IDM0000533,Grifols Therapeutics Inc,Industry,
,ID00002098,Lantheus Medical Imaging,Industry,
,IDM0000797,Novo Nordisk Inc,Industry,
DR00000447,ID00012634,Collins Medical Trust,Foundation,
,ID00010786,Collins Medical Trust,Foundation,
,ID00001423,Daiichi Sankyo Company Inc,Industry,
,ID00012887,DHHS NIH Natl Inst on Aging,Federal,2P30AG008017-26
,ID00006197,Eli Lilly and Company,Industry,14V-MC-JADW
,ID00008314,Bangkok Dusit Medical Services,Industry,
,ID00007305,Ipsen Biopharmaceuticals Inc,Industry,A-US-52120-330
,IDM0003128,DHHS NIH Natl Ctr for Nursing Rsch,Federal,HHSN263201300003C
,IDM0000272,DHHS NIH Natl Cancer Inst,Federal,PA-06-224
,ID00002247,DHHS NIH Natl Cancer Inst,Federal,
,IDM0001069,DHHS NIH Natl Cancer Inst,Federal,
,ID0000004183,"Jazz Pharmaceuticals, Inc",Industry,06-010
,ID0000003545,Myriad Pharmaceuticals,Industry,MPC-7869-05-009.01
,ID0000000378,"NovoNordisk, Inc.",Industry,
,ID0000004813,Komen Foundation pending,Foundation,
,ID00000685,Elan,Industry,
,ID00000371,NonSponsored,OHSU,
,ID00001436,Unfunded,Other,
,ID00002631,Pfizer,Industry,
,ID0000002589,"Artielle ImmunoTherapeutics, Inc.",Industry,
,ID00001705,CDRC-LEND,Other,
,ID0000005494,Alternatives Research & Development Foundation,Foundation,Should know this by 8/1/07
,00000284,Tinnitus Research Consortium,Foundation,
,IDM0001656,"Intel, Inc.",Industry,
,ID00002157,OHSU Knight Cancer Institute,Foundation,
,ID00006741,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,
DR00000997,ID00003787,AstraZeneca LP,Industry,
DR00002654,ID00011746,Takeda Pharmaceutical Company Ltd,Industry,
DR00002655,ID00011746,Takeda Pharmaceutical Company Ltd,Industry,
,ID00011118,Hyundai Hope on Wheels,Industry,
,ID00008321,DHHS HRSA Bureau of Hlth Prof - Div of Nursing,Federal,
,IDM0001174,DHHS NIH Natl Inst on Drug Abuse,Federal,5U10DA013036-09
,IDM0000617,Robert Wood Johnson Fnd,Foundation,
,IDM0000341,Robert Wood Johnson Fnd,Foundation,
,ID00002575,Ambit Biosciences Corporation,Industry,
,IDM0001156,OHSU Moore Institute,Foundation,
,ID00002426,"Jaeb Ctr for Hlth Rsch, Inc.",Industry,
,ID00012243,DHHS NIH Natl Inst on Deafness & Other Com Disorders,Federal,1F32DC016193
,IDM0001709,U.S. Dept of Veterans Affairs,Federal,B6725P
,ID00003566,DHHS NIH Natl Cancer Inst,Federal,1 U54 CA209988-01
,ID0000005031,American Cancer Society,Foundation,RSGI-07-161-01-CPHPS
,ID00008131,Cambia Health Foundation,Foundation,
,ID00011228,"Joint Restoration Foundation, Inc.",Foundation,
DR00000689,IDM0000453,Regeneron Pharmaceuticals Inc,Industry,
,ID00005918,Patty Brisben Foundation for Women's Sexual Health,Foundation,
,ID00010641,DHHS NIH Natl Eye Inst,Federal,EY018184
,ID00012325,DHHS NIH Natl Eye Inst,Federal,R01 EY020249
,IDM0003120,OHSU Knight Cancer Institute,Foundation,
DR00002092,ID00005057,Estetra SPRL,Industry,
DR00001751,ID00005057,Estetra SPRL,Industry,
DR00001732,ID00012617,Bristol-Myers Squibb,Industry,
,00001328,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,
,ID00007579,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,R03 AR066736-01
DR00001238,ID00001890,Merck Sharp & Dohme Corp,Industry,
,ID00012568,OHSU Knight Cancer Institute,Foundation,
,ID00010671,OHSU Knight Cancer Institute,Foundation,
,ID00001993,DHHS NIH Natl Inst of Diab & Digest & Kid Diseases,Federal,
,ID00000725,"Google, Inc.",Industry,
,IDM0001196,DHHS NIH Natl Inst on Drug Abuse,Federal,
,ID00001280,"Ceregene, Inc.",Industry,
,IDM0002973,Cystic Fibrosis Foundation Therapeutics Inc,Foundation,
DR00002491,ID00008222,DHHS NIH Natl Cancer Inst,Federal,
,ID00009399,Alex's Lemonade Stand,Foundation,
,ID00003224,Genentech Inc,Industry,
,ID0000005200,Canadian Urology Research Consortium (CURC),Industry,CURC/CUOG - AVIAS - 0601
,00000285,Flexion Therapeutics AG,Industry,
DR00002389,ID00009127,Eli Lilly and Company,Industry,
DR00000754,IDM0001629,Eli Lilly and Company,Industry,
,ID00004852,Eli Lilly and Company,Industry,
,ID00006013,Icahn School of Medicine Mount Sinai,Academic Institution/Univ,5 U18 HS020518-02
,ID00005732,Collins Medical Trust,Foundation,
,ID0000003017,Abbott Laboratories,Industry,
DR00001426,ID00002488,Society of Family Planning (SFP),Foundation,
,IDM0000808,Society of Family Planning (SFP),Foundation,
,ID00005850,Exelixis Inc,Industry,Industry
,IDM0000265,Michael J. Fox Fdn for Parkinson's Research,Foundation,
,ID00010714,Michael J. Fox Fdn for Parkinson's Research,Foundation,
,ID00006115,"Merck & Co., Inc.",Industry,
,ID00007403,Massachusetts General Hosp,Medical Center/Hospital,
,ID00005744,Schering-Plough Rsch Inst,Industry,Industry
,IDM0000680,DHHS NIH Natl Inst of Nursing Rsch,Federal,1P20NR015331 
DR00002310,ID00008356,Novartis Pharmaceuticals Corporation,Industry,
DR00001013,ID00000061,Novartis Pharmaceuticals Corporation,Industry,
,ID00010775,Novartis Pharmaceuticals Corporation,Industry,
,ID00004219,DHHS National Institutes of Health,Federal,
DR00001584,ID00011621,Daiichi Sankyo Company Inc,Industry,
,ID00005061,St. Jude Children's Rsch Hospital,Medical Center/Hospital,
,IDM0001153,OHSU-Layton Ctr for Aging and Alzheimer Research,Academic Institution/Univ,
DR00001261,ID00002044,Atox Bio Ltd,Industry,
,ID00000055,DHHS NIH Natl Inst of Mental Hlth,Federal,F32 MH105283-01
DR00002457,ID00005709,Janssen Research & Development LLC,Industry,
,ID00001940,Foundation for Anesthesia Education and Research,Foundation,
,ID00005795,Foundation for Anesthesia Education and Research,Foundation,
,ID00008135,DHHS NIH Natl Inst on Deafness & Other Com Disorders,Federal,R01 DC013996-01A1
,ID00010415,Univ. of Minnesota,Academic Institution/Univ,
,ID00005072,DHHS NIH Natl Cancer Inst,Federal,
,ID00008810,DHHS NIH Natl Cancer Inst,Federal,U24CA143799
,IDM0000527,DHHS NIH Natl Cancer Inst,Federal,1 R01 CA181452 01
,ID00008319,Natl Childhood Cancer Fnd,Foundation,
,IDM0000411,Natl Childhood Cancer Fnd,Foundation,
,IDM0000911,Univ. of Michigan,Academic Institution/Univ,U01NS062835
,ID00000183,N. L. Tartar Trust,Foundation,
,ID00011784,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,5U10NS058940-05
DR00002439,ID00006973,Novartis Pharmaceuticals Corporation,Industry,
DR00002751,ID00006379,Deciphera Pharmaceuticals LLC,Industry,
,ID00003023,Bristol-Myers Squibb Company,Industry,
,ID00004279,Gilead Sciences Inc,Industry,GS-US-219-0101
DR00000274,IDM0001670,Array BioPharma Inc,Industry,
,ID00000458,DHHS NIH Natl Inst of Allergy & Infectious Disease,Federal,
,ID00012165,DHHS National Institutes of Health,Federal,EY013516
,ID0000005145,Vical Incorporated,Industry,
,ID0000000182,Genentech Inc,Industry,Protocol # WA17045/U2973G
,ID00003721,"VisionGate, Inc.",Industry,
,IDM0000435,U.S. Dept of Veterans Affairs,Federal,
,ID00008663,DHHS NIH Natl Inst on Deafness & Other Com Disorders,Federal,
,ID00007106,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,2 R42 TR000357-02
,ID00000836,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,
,IDM0000020,Jaeb Ctr for Hlth Rsch Inc,Foundation,
,ID00011032,"DHHS ACL Natl Inst on Disability, Independent Living & Rehabilitation Research",Federal,90IF0084
DR00001221,ID00000014,Axsome Therapeutics Inc,Industry,
DR00002384,ID00008577,Applied Genetic Technologies Corporation,Industry,
,IDM0001471,DHHS NIH Natl Cancer Inst,Federal,
DR00000473,ID00007428,Isis Pharmaceuticals Inc,Industry,
,ID00003387,"John A. Hartford Fnd, Inc.",Foundation,
,ID00003085,"Merck & Co., Inc.",Industry,
,IDM0000581,DHHS National Institutes of Health,Federal,
,ID00011567,DHHS National Institutes of Health,Federal,
,IDM0001791,Leona M. and Harry B. Helmsley Charitable Trust,Foundation,
,ID0000000290,"Bard Peripheral Vascular, Inc.",Industry,
,IDM0003123,DHHS Agency for Hlth Care Policy & Rsch,Federal,
,ID00009402,Alex's Lemonade Stand,Foundation,
,ID00003190,Alex's Lemonade Stand,Foundation,
,ID00002127,"Medivation, Inc.",Industry,DIM20
,ID00006517,Patient-Centered Outcomes Research Institute (PCORI),Foundation,
,ID00008141,Icahn School of Medicine Mount Sinai,Academic Institution/Univ,
