eCRIS Contract Nbr,Contract Type,Workflow State From,State Entry Dt,Workflow State To,State Exit Dt
DR00001713,Contract,In External Review,2017-05-25 22:01:39,Negotiation Complete,2017-05-26 21:49:05
DR00002526,Confidentiality Agreement,In External Review,2017-11-07 00:39:59,In OHSU Review,2017-11-08 21:58:48
DR00001803,Contract,In OHSU Review,2017-01-27 19:20:13,In External Review,2017-01-31 03:03:24
DR00001590,Contract,In OHSU Review,2017-02-25 00:01:49,In External Review,2017-03-16 22:03:07
DR00001394,Confidentiality Agreement,In OHSU Review,2016-04-22 21:17:00,In External Review,2016-05-03 19:05:27
DR00001716,Contract,Negotiation In Process,2016-10-07 16:02:22,In External Review,2016-10-24 21:48:55
DR00001828,Confidentiality Agreement,Negotiation In Process,2016-11-28 22:59:53,In External Review,2016-11-28 23:45:53
DR00001984,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001552,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001142,Amendment,Negotiation In Process,2015-12-05 00:00:08,Negotiation Complete,2015-12-05 00:00:34
DR00000687,Contract,Waiting for IRB Submission,2015-03-06 17:41:49,Negotiation In Process,2015-03-11 15:37:38
DR00001195,Confidentiality Agreement,Negotiation In Process,2016-01-13 17:48:54,In External Review,2016-01-15 21:29:32
DR00000814,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000572,Confidentiality Agreement,Negotiation In Process,2014-12-24 01:42:09,Negotiation Complete,2014-12-24 01:43:07
DR00000680,Contract,Waiting for OHSU Signatures,2015-05-12 22:14:18,Waiting for Sponsor Signature,2015-05-22 17:20:46
DR00000889,Contract,Waiting for OHSU Signatures,2015-11-19 16:45:24,Waiting for Sponsor Signature,2015-11-25 20:30:52
DR00001362,Confidentiality Agreement,Negotiation In Process,2016-03-31 17:52:56,Negotiation Complete,2016-03-31 21:03:17
DR00002226,Contract,Waiting for OHSU Signatures,2017-07-21 00:31:47,Waiting for Sponsor Signature,2017-07-21 00:33:44
DR00001707,Contract,Pending SPA setup,2016-12-06 18:31:35,OGA Setup Complete,2016-12-08 12:05:08
DR00002251,Contract,Pending SPA setup,2017-09-20 16:11:20,OGA Setup Complete,2017-09-26 11:05:18
DR00001216,Confidentiality Agreement,Negotiation In Process,2016-01-26 20:03:46,In External Review,2016-01-28 00:49:51
DR00001415,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-04-22 22:17:28,Agreement Uploaded/ Waiting for Negotiation,2016-04-22 22:17:28
DR00002416,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-09-07 22:07:18,Agreement Uploaded/ Waiting for Negotiation,2017-09-07 22:07:18
DR00000376,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-08-05 22:50:46,Agreement Uploaded/ Waiting for Negotiation,2014-08-05 22:50:46
DR00000711,Confidentiality Agreement,In External Review,2015-04-09 00:13:12,Negotiation Complete,2015-04-10 16:24:41
DR00001869,Confidentiality Agreement,In External Review,2017-01-05 22:04:36,Negotiation Complete,2017-01-06 18:02:36
DR00002656,Confidentiality Agreement,In External Review,2018-01-16 21:58:00,Negotiation Complete,2018-01-17 19:08:18
DR00001174,Confidentiality Agreement,Negotiation In Process,2015-12-21 21:15:30,In External Review,2015-12-21 23:02:58
DR00000535,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000423,Confidentiality Agreement,Negotiation In Process,2014-09-10 20:12:35,In External Review,2014-09-10 20:13:56
DR00001703,Confidentiality Agreement,Negotiation In Process,2016-09-23 16:52:06,In External Review,2016-09-23 16:55:04
DR00001033,Amendment,Waiting for OHSU Signatures,2015-10-27 16:20:10,Waiting for Sponsor Signature,2015-12-05 00:12:54
DR00002308,Amendment,Negotiation In Process,2017-10-09 22:34:39,Negotiation Complete,2017-10-09 22:35:57
DR00000672,Contract,Agreement Received (Waiting for Data Entry),2015-02-27 20:10:33,Agreement Uploaded/ Waiting for Negotiation,2015-02-27 20:12:55
DR00000519,Contract,Agreement Received (Waiting for Data Entry),2014-11-10 20:37:06,Agreement Uploaded/ Waiting for Negotiation,2014-11-10 20:43:32
DR00000743,Contract,Agreement Received (Waiting for Data Entry),2015-04-13 18:55:38,Agreement Uploaded/ Waiting for Negotiation,2015-04-13 19:00:09
DR00002234,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-06-06 21:04:07,Agreement Uploaded/ Waiting for Negotiation,2017-06-06 21:04:07
DR00002225,Confidentiality Agreement,In External Review,2017-06-05 23:24:23,Negotiation Complete,2017-06-09 18:53:01
DR00002337,Confidentiality Agreement,In External Review,2017-08-02 22:47:15,Negotiation Complete,2017-08-02 22:47:23
DR00001372,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-04-06 03:38:54,Agreement Uploaded/ Waiting for Negotiation,2016-04-06 03:38:55
DR00000227,Confidentiality Agreement,In External Review,2014-04-07 17:03:28,Negotiation Complete,2014-04-24 15:57:38
DR00000426,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-09-05 23:38:42,Agreement Uploaded/ Waiting for Negotiation,2014-09-05 23:38:43
DR00000098,Contract,Agreement Received (Waiting for Data Entry),2013-12-12 02:10:12,Agreement Uploaded/ Waiting for Negotiation,2013-12-12 02:15:15
DR00000830,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-05-28 17:27:25,Agreement Uploaded/ Waiting for Negotiation,2015-05-28 17:27:25
DR00000771,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000042,Contract,Agreement Received (Waiting for Data Entry),2013-10-21 21:06:27,Waiting for IRB Submission,2013-10-28 19:36:16
DR00002370,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001979,Contract,Waiting for Final Budget,2017-04-27 16:57:56,Waiting for OHSU Signatures,2017-05-16 16:46:42
DR00000472,Contract,Negotiation In Process,2014-10-27 19:35:23,In External Review,2014-11-18 00:06:08
DR00001977,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000809,Confidentiality Agreement,Negotiation In Process,2015-05-20 23:22:15,In External Review,2015-05-21 21:58:50
DR00001524,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002255,Contract,In External Review,2017-07-19 19:47:55,In OHSU Review,2017-07-21 20:25:24
DR00000415,Amendment,Waiting for OHSU Signatures,2014-12-08 19:02:18,Amendment Fully Executed,2014-12-23 17:04:46
DR00000375,Contract,In External Review,2014-11-01 00:41:17,In OHSU Review,2014-12-05 00:41:51
DR00002794,Confidentiality Agreement,In External Review,2018-03-08 18:20:04,In OHSU Review,2018-03-08 19:29:03
DR00002415,Confidentiality Agreement,In External Review,2017-09-07 23:29:37,In OHSU Review,2017-09-18 17:36:59
DR00002278,Confidentiality Agreement,In External Review,2017-07-04 01:06:01,In OHSU Review,2017-07-11 22:33:19
DR00001934,Confidentiality Agreement,In External Review,2017-01-27 18:31:45,In OHSU Review,2017-02-01 21:17:49
DR00001366,Contract,In External Review,2016-05-23 16:09:57,In OHSU Review,2016-06-10 21:06:57
DR00000004,Contract,In External Review,2014-02-03 20:12:29,In OHSU Review,2014-02-21 19:24:46
DR00002533,Contract,Waiting for IRB Approval of Study,2018-01-04 21:32:20,Waiting for Final Budget,2018-01-16 17:58:29
DR00000558,Contract,Waiting for Final Budget,2015-01-22 16:36:32,Waiting for OHSU Signatures,2015-01-22 21:37:47
DR00002317,Confidentiality Agreement,In External Review,2017-07-25 22:10:23,In OHSU Review,2017-08-02 22:50:53
DR00001822,Contract,Negotiation In Process,2017-03-10 18:50:43,In External Review,2017-03-23 22:34:10
DR00001050,Confidentiality Agreement,In External Review,2015-10-30 00:05:02,In OHSU Review,2015-11-04 17:27:16
DR00001340,Contract,In External Review,2016-05-13 23:32:16,In OHSU Review,2016-06-29 17:12:56
DR00000965,Contract,In External Review,2015-08-19 20:47:52,In OHSU Review,2015-09-02 14:32:15
DR00001674,Contract,In External Review,2017-05-18 21:33:56,IRB and Budget Approved,2017-06-08 18:52:42
DR00001722,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-10-03 16:52:15,Agreement Uploaded/ Waiting for Negotiation,2016-10-03 16:52:16
DR00001564,Confidentiality Agreement,In External Review,2016-07-26 20:41:17,Negotiation Complete,2016-08-04 19:04:17
DR00002090,Contract,Agreement Received (Waiting for Data Entry),2017-04-14 19:01:22,Agreement Uploaded/ Waiting for Negotiation,2017-04-14 19:02:09
DR00000346,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-07-02 22:44:06,Agreement Uploaded/ Waiting for Negotiation,2014-07-02 22:44:06
DR00000317,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-06-04 17:28:53,Agreement Uploaded/ Waiting for Negotiation,2014-06-04 17:28:53
DR00001888,Contract,Negotiation In Process,2017-01-10 23:13:27,In External Review,2017-01-26 00:09:40
DR00000334,Contract,Waiting for Final Budget,2014-08-19 21:39:15,Waiting for OHSU Signatures,2014-09-09 21:17:55
DR00001955,Amendment,Negotiation In Process,2017-03-07 17:37:51,In OHSU Review,2017-03-07 20:22:59
DR00002305,Confidentiality Agreement,Negotiation In Process,2017-07-19 17:12:22,Negotiation Complete,2017-07-19 17:16:10
DR00000826,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000153,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001520,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002106,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000684,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002769,Contract,Agreement Received (Waiting for Data Entry),2018-02-21 23:08:05,Agreement Uploaded/ Waiting for Negotiation,2018-02-21 23:11:37
DR00000063,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2013-11-13 16:28:52,Agreement Uploaded/ Waiting for Negotiation,2013-11-13 16:28:53
DR00000532,Contract,In External Review,2015-03-26 18:23:30,IRB and Budget Approved,2015-03-31 20:06:11
DR00002058,Confidentiality Agreement,In External Review,2017-04-10 22:15:42,Negotiation Complete,2017-04-19 16:20:39
DR00000885,Contract,In External Review,2015-09-04 19:36:34,In OHSU Review,2015-10-01 22:50:28
DR00001646,Contract,In External Review,2016-12-13 00:49:04,In OHSU Review,2016-12-19 17:17:30
DR00000284,Contract,In External Review,2014-09-04 16:40:07,In OHSU Review,2014-09-05 21:46:44
DR00001918,Contract,Negotiation In Process,2017-11-15 00:30:22,IRB and Budget Approved,2017-11-16 00:42:11
DR00002221,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000402,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001267,Contract,In External Review,2016-05-20 17:33:58,In OHSU Review,2016-06-15 18:28:04
DR00000206,Contract,In External Review,2014-04-18 18:00:08,In OHSU Review,2014-05-09 18:30:38
DR00001205,Contract,Waiting for IRB Submission,2016-01-15 05:47:23,Negotiation In Process,2016-01-21 06:04:01
DR00002256,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001523,Contract,Waiting for OHSU Signatures,2016-12-16 19:04:58,Waiting for Sponsor Signature,2016-12-21 20:12:56
DR00000419,Contract,Negotiation In Process,2014-09-26 23:11:51,In OHSU Review,2015-02-11 22:04:27
DR00002477,Confidentiality Agreement,Negotiation In Process,2017-10-20 17:59:54,In External Review,2017-10-25 22:11:14
DR00002315,Confidentiality Agreement,Negotiation In Process,2017-08-01 17:14:13,In External Review,2017-08-01 23:12:41
DR00000862,Contract,Waiting for OHSU Signatures,2015-11-11 20:56:30,Waiting for Sponsor Signature,2015-11-24 17:32:43
DR00000582,Contract,Waiting for OHSU Signatures,2015-04-14 18:18:25,Waiting for Sponsor Signature,2015-09-15 22:49:45
DR00002233,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001193,Contract,In OHSU Review,2016-04-18 16:18:04,Waiting for Final Budget,2016-04-18 17:14:14
DR00001272,Contract,In External Review,2016-02-23 21:43:21,In OHSU Review,2016-03-31 16:08:46
DR00001400,Confidentiality Agreement,In OHSU Review,2016-05-16 20:01:52,Negotiation Complete,2016-05-16 20:49:40
DR00001714,Contract,Pending SPA setup,2016-10-04 18:29:04,OGA Setup Complete,2016-10-05 11:05:05
DR00001511,Contract,In External Review,2017-03-30 20:14:15,Waiting for IRB Approval of Study,2017-04-03 16:10:53
DR00000347,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001523,Contract,In External Review,2016-11-22 23:55:31,In OHSU Review,2016-12-02 23:49:14
DR00002596,Confidentiality Agreement,In OHSU Review,2018-01-10 23:02:05,Negotiation Complete,2018-01-10 23:16:37
DR00000331,Master Contract,In OHSU Review,2015-01-30 17:26:30,Negotiation Complete,2015-01-30 17:27:00
DR00001703,Confidentiality Agreement,In OHSU Review,2016-09-23 21:09:25,In External Review,2016-09-23 21:11:51
DR00000017,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001507,Contract,Negotiation In Process,2016-07-28 21:34:36,In External Review,2016-08-18 20:36:41
DR00001617,Confidentiality Agreement,In OHSU Review,2016-09-26 21:54:31,In External Review,2016-09-26 21:57:31
DR00002679,Contract,In OHSU Review,2018-03-05 21:39:12,In External Review,2018-03-08 19:33:21
DR00001778,Contract,Waiting for Final Budget,2016-12-02 23:28:21,Waiting for OHSU Signatures,2016-12-02 23:30:26
DR00001673,Contract,In OHSU Review,2016-10-19 16:50:00,In External Review,2016-10-21 19:38:10
DR00000184,Confidentiality Agreement,In OHSU Review,2014-03-14 21:52:43,In External Review,2014-04-04 20:31:10
DR00001134,Confidentiality Agreement,In OHSU Review,2015-12-04 20:23:02,Withdrawn,2015-12-15 21:57:06
DR00001634,Contract,Negotiation In Process,2016-10-21 21:17:22,In External Review,2016-11-11 20:35:26
DR00000745,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002141,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002022,Contract,In External Review,2017-07-07 21:47:24,In OHSU Review,2017-07-20 16:02:29
DR00001261,Contract,In External Review,2016-06-24 21:40:33,In OHSU Review,2016-06-29 15:54:12
DR00001742,Contract,In External Review,2016-12-06 21:28:54,In OHSU Review,2016-12-08 17:32:04
DR00000012,Contract,Agreement Received (Waiting for Data Entry),2013-09-30 22:00:40,Agreement Uploaded/ Waiting for Negotiation,2013-10-21 19:27:14
DR00000329,Contract,In OHSU Review,2014-09-17 20:58:12,In External Review,2014-09-17 21:24:37
DR00002491,Contract,Waiting for OHSU Signatures,2018-01-17 23:35:32,Waiting for Sponsor Signature,2018-01-17 23:36:23
DR00002408,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000353,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002749,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000545,Amendment,Waiting for OHSU Signatures,2015-02-04 17:48:43,Waiting for Sponsor Signature,2015-02-12 17:33:52
DR00001751,Contract,Waiting for OHSU Signatures,2017-01-11 00:10:01,Waiting for Sponsor Signature,2017-01-18 19:04:41
DR00001152,Amendment,Waiting for OHSU Signatures,2016-01-06 16:28:53,Waiting for Sponsor Signature,2016-01-26 21:44:15
DR00001206,Contract,Waiting for OHSU Signatures,2016-04-19 18:36:51,Waiting for Sponsor Signature,2016-04-19 22:48:49
DR00001566,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001780,Contract,Negotiation In Process,2017-02-08 19:12:22,In External Review,2017-02-08 23:14:37
DR00000608,Contract,Negotiation In Process,2015-01-30 19:42:16,In External Review,2015-01-30 22:03:22
DR00002670,Confidentiality Agreement,In OHSU Review,2018-01-19 17:41:23,In External Review,2018-01-19 17:42:37
DR00001414,Contract,In OHSU Review,2016-06-07 17:46:35,In External Review,2016-06-07 17:51:46
DR00002701,Amendment,Agreement Received (Waiting for Data Entry),2018-01-26 01:00:00,Agreement Uploaded/ Waiting for Negotiation,2018-01-26 01:00:00
DR00002446,Amendment,In External Review,2017-10-06 21:37:05,Negotiation Complete,2017-10-09 19:33:17
DR00001805,Confidentiality Agreement,In OHSU Review,2016-11-21 19:52:10,In External Review,2016-11-21 20:09:51
DR00000447,Contract,In OHSU Review,2015-01-14 22:40:47,In External Review,2015-01-16 22:07:24
DR00001597,Contract,In OHSU Review,2016-12-07 16:38:43,In External Review,2017-02-09 20:43:24
DR00001972,Contract,In OHSU Review,2017-11-27 16:48:09,In External Review,2018-02-15 00:17:25
DR00001246,Contract,Agreement Received (Waiting for Data Entry),2016-02-04 18:28:49,Agreement Uploaded/ Waiting for Negotiation,2016-02-04 18:32:59
DR00001879,Confidentiality Agreement,In External Review,2016-12-23 17:35:20,Negotiation Complete,2017-01-03 17:39:24
DR00001620,Confidentiality Agreement,In OHSU Review,2016-08-26 19:47:48,In External Review,2016-08-26 19:50:51
DR00000550,Contract,Negotiation In Process,2015-03-09 22:02:29,In OHSU Review,2015-03-09 22:03:02
DR00000145,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001698,Amendment,Agreement Received (Waiting for Data Entry),2016-09-22 21:07:45,Agreement Uploaded/ Waiting for Negotiation,2016-09-22 21:07:46
DR00001659,Amendment,In External Review,2016-09-14 21:57:35,Negotiation Complete,2016-09-15 21:11:48
DR00000946,Confidentiality Agreement,In External Review,2015-08-05 18:30:52,Negotiation Complete,2015-08-07 22:42:31
DR00001847,Contract,In External Review,2017-03-02 20:56:43,Agreement On Hold,2017-03-03 18:52:34
DR00001943,Confidentiality Agreement,In External Review,2017-02-07 22:03:25,Negotiation Complete,2017-02-08 18:05:53
DR00002622,Amendment,Agreement Received (Waiting for Data Entry),2017-12-15 21:10:37,Agreement Uploaded/ Waiting for Negotiation,2017-12-15 21:10:37
DR00001108,Amendment,Agreement Received (Waiting for Data Entry),2015-11-06 18:41:15,Agreement Uploaded/ Waiting for Negotiation,2015-11-06 18:41:16
DR00000582,Contract,In OHSU Review,2015-03-10 15:29:01,In External Review,2015-03-10 16:07:40
DR00002268,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000841,Contract,Negotiation In Process,2015-06-24 14:02:37,In External Review,2015-06-24 14:05:01
DR00002693,Confidentiality Agreement,In OHSU Review,2018-02-14 00:02:53,Negotiation Complete,2018-02-14 00:03:02
DR00001123,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001486,Contract,In OHSU Review,2016-10-24 17:13:44,IRB and Budget Approved,2016-10-24 18:13:34
DR00000150,Confidentiality Agreement,In OHSU Review,2014-03-17 21:28:21,Negotiation Complete,2014-04-29 19:43:05
DR00000639,Confidentiality Agreement,In OHSU Review,2015-02-24 20:14:12,Negotiation Complete,2015-02-24 20:14:22
DR00000889,Contract,In OHSU Review,2015-11-17 17:19:53,IRB and Budget Approved,2015-11-19 16:39:20
DR00002189,Confidentiality Agreement,Negotiation In Process,2017-05-17 16:12:48,In External Review,2017-05-17 19:49:16
DR00001052,Confidentiality Agreement,Negotiation In Process,2015-10-14 16:37:11,In External Review,2015-10-14 16:44:56
DR00000174,Contract,Agreement Received (Waiting for Data Entry),2014-02-27 19:51:48,Withdrawn,2014-02-27 22:45:44
DR00000334,Contract,Pending SPA setup,2014-09-19 23:06:05,OGA Setup Complete,2014-09-26 11:00:04
DR00001652,Contract,Pending SPA setup,2016-12-29 18:06:46,OGA Setup Complete,2017-01-05 12:05:10
DR00000250,Contract,Pending SPA setup,2014-12-17 19:50:48,OGA Setup Complete,2014-12-24 12:00:04
DR00000281,Contract,Pending SPA setup,2014-07-28 18:53:52,OGA Setup Complete,2014-08-01 11:00:04
DR00002066,Confidentiality Agreement,In External Review,2017-03-31 20:59:26,In OHSU Review,2017-04-05 16:32:10
DR00000613,Contract,Negotiation In Process,2015-01-29 19:27:32,Waiting for IRB Approval of Study,2015-01-29 19:27:38
DR00000520,Confidentiality Agreement,Negotiation In Process,2014-11-14 17:58:16,In External Review,2014-11-14 20:16:25
DR00002747,Contract,Waiting for OHSU Signatures,2018-02-07 22:54:07,Waiting for Sponsor Signature,2018-02-08 20:14:09
DR00000206,Contract,Waiting for OHSU Signatures,2014-05-16 19:30:27,Waiting for Sponsor Signature,2014-05-22 00:22:05
DR00002316,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001982,Amendment,Negotiation In Process,2017-02-15 17:02:51,Negotiation Complete,2017-02-15 17:21:30
DR00001928,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002690,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001511,Contract,Waiting for Final Budget,2017-04-17 14:42:40,Waiting for OHSU Signatures,2017-04-27 18:51:23
DR00001858,Contract,Waiting for IRB Approval of Study,2017-03-22 21:50:21,Waiting for Final Budget,2017-05-01 16:18:16
DR00002266,Confidentiality Agreement,Waiting for OHSU Signatures,2017-07-07 22:03:40,Waiting for Sponsor Signature,2017-07-14 21:20:33
DR00002343,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001609,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000825,Contract,Waiting for OHSU Signatures,2016-01-29 00:59:58,Waiting for Sponsor Signature,2016-03-03 18:05:29
DR00000852,Contract,Negotiation In Process,2015-06-12 19:06:37,In External Review,2015-08-25 16:30:48
DR00001418,Amendment,Waiting for OHSU Signatures,2016-04-26 16:38:45,Waiting for Sponsor Signature,2016-05-09 16:50:37
DR00000397,Confidentiality Agreement,Waiting for OHSU Signatures,2014-08-22 18:54:41,Waiting for Sponsor Signature,2014-08-27 18:53:07
DR00002794,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001354,Confidentiality Agreement,Negotiation In Process,2016-03-29 23:15:18,Negotiation Complete,2016-04-25 22:16:17
DR00000546,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001093,Confidentiality Agreement,Waiting for OHSU Signatures,2015-11-11 18:07:23,Waiting for Sponsor Signature,2015-11-13 22:12:29
DR00001431,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002508,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000404,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002660,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2018-01-10 21:16:52,Agreement Uploaded/ Waiting for Negotiation,2018-01-10 21:16:52
DR00002558,Contract,Negotiation In Process,2018-01-23 21:57:04,Waiting for Final Budget,2018-01-23 21:57:09
DR00002565,Confidentiality Agreement,Negotiation In Process,2017-11-21 19:21:07,In External Review,2017-11-21 20:04:35
DR00001930,Contract,Negotiation In Process,2017-03-21 17:20:48,In External Review,2017-03-21 17:31:30
DR00001329,Contract,Waiting for IRB Submission,2016-03-12 00:26:14,Negotiation In Process,2016-03-15 22:35:26
DR00002808,Confidentiality Agreement,Negotiation In Process,2018-03-08 21:39:00,In External Review,2018-03-08 22:03:26
DR00001988,Master Contract,In External Review,2017-05-08 16:10:16,In OHSU Review,2017-07-12 23:31:41
DR00000938,Amendment,Agreement Received (Waiting for Data Entry),2015-07-30 22:17:56,Agreement Uploaded/ Waiting for Negotiation,2015-07-30 22:17:57
DR00002165,Contract,Agreement Received (Waiting for Data Entry),2017-05-09 23:18:33,Agreement Uploaded/ Waiting for Negotiation,2017-05-09 23:19:17
DR00001243,Contract,Agreement Received (Waiting for Data Entry),2016-02-04 17:04:22,Agreement Uploaded/ Waiting for Negotiation,2016-02-04 17:06:29
DR00001096,Amendment,Agreement Received (Waiting for Data Entry),2015-11-02 21:12:40,Agreement Uploaded/ Waiting for Negotiation,2015-11-02 21:12:41
DR00000529,Contract,Agreement Received (Waiting for Data Entry),2014-11-14 21:42:08,Agreement Uploaded/ Waiting for Negotiation,2014-11-14 21:43:18
DR00000133,Confidentiality Agreement,In External Review,2014-02-05 01:03:16,Negotiation Complete,2014-02-13 16:37:31
DR00001173,Confidentiality Agreement,Negotiation In Process,2015-12-21 21:15:13,In External Review,2016-01-05 18:07:59
DR00001977,Contract,In External Review,2017-05-26 23:11:21,In OHSU Review,2017-05-31 15:25:24
DR00002029,Subcontract,In External Review,2017-03-13 20:21:08,In OHSU Review,2017-08-04 20:54:39
DR00001652,Contract,In External Review,2016-12-23 19:57:16,In OHSU Review,2016-12-23 19:58:10
DR00000812,Contract,Pending SPA setup,2015-07-14 18:58:10,OGA Setup Complete,2015-07-21 11:00:05
DR00002643,Confidentiality Agreement,Negotiation In Process,2017-12-26 18:49:34,In External Review,2017-12-26 19:04:03
DR00000421,Confidentiality Agreement,Negotiation In Process,2014-09-10 23:08:16,In External Review,2014-09-10 23:11:51
DR00001109,Contract,In External Review,2016-01-13 20:31:32,Waiting for IRB Approval of Study,2016-01-14 00:47:25
DR00001164,Contract,Pending SPA setup,2016-04-14 20:32:45,OGA Setup Complete,2016-04-20 21:47:16
DR00001595,Contract,Waiting for IRB Approval of Study,2016-11-02 22:16:23,Waiting for OHSU Signatures,2016-11-02 22:24:00
DR00000364,Contract,Waiting for IRB Submission,2014-07-24 23:11:22,Negotiation In Process,2014-10-28 16:57:48
DR00000028,Contract,Agreement Received (Waiting for Data Entry),2013-10-15 14:55:21,Waiting for IRB Submission,2013-10-15 15:01:23
DR00001555,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000491,Amendment,Waiting for OHSU Signatures,2015-01-06 20:58:32,Waiting for Sponsor Signature,2015-01-08 19:58:12
DR00000474,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00002643,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001231,Contract,Pending SPA setup,2016-06-30 21:31:56,OGA Setup Complete,2016-07-02 11:05:39
DR00001200,Contract,Agreement Received (Waiting for Data Entry),2016-01-14 23:37:52,Agreement Uploaded/ Waiting for Negotiation,2016-01-14 23:41:31
DR00002189,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-05-16 00:04:16,Agreement Uploaded/ Waiting for Negotiation,2017-05-16 00:04:17
DR00001903,Confidentiality Agreement,Negotiation In Process,2017-01-05 18:06:58,In External Review,2017-01-05 18:16:18
DR00001365,Confidentiality Agreement,In External Review,2016-04-21 18:41:03,In OHSU Review,2016-05-04 16:08:54
DR00001147,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-12-03 21:19:22,Agreement Uploaded/ Waiting for Negotiation,2015-12-03 21:19:22
DR00000551,Confidentiality Agreement,In External Review,2015-02-13 00:13:45,In OHSU Review,2015-03-02 22:01:43
DR00000472,Contract,In External Review,2014-11-18 00:06:08,In OHSU Review,2015-01-12 20:46:10
DR00000506,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00002863,Confidentiality Agreement,Negotiation In Process,2018-03-28 20:06:04,In External Review,2018-03-28 20:21:24
DR00001681,Amendment,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00001844,Contract,Waiting for OHSU Signatures,2017-04-10 18:12:05,Waiting for Sponsor Signature,2017-04-13 22:49:44
DR00002691,Amendment,Negotiation In Process,2018-01-24 21:42:38,In External Review,2018-01-24 21:45:33
DR00000887,Contract,In External Review,2015-11-14 00:23:45,In OHSU Review,2015-11-23 22:30:25
DR00000270,Contract,In External Review,2014-08-22 22:52:06,In OHSU Review,2014-08-26 16:44:31
DR00000419,Contract,In External Review,2015-04-16 19:23:05,In OHSU Review,2015-04-23 20:08:08
