eCRIS Contract Nbr,IRB Nbr,CRS Study Nbr,Contract Type,Contract Name,Study Sponsor,Master Agreement Flag,Template Agreement Flag,Contract Funding Mechanism,Originating Agency,Preaward Contact,Principal Investigator,Subcontractee,Contract Status,Contract Status Change Dt,Executed Dt,Negotiation Complete Dt,Negotiation Start Dt,Created Dt,Pending SPA Setup Dt,Hold Time,Industrial Acct Nbr,CT.gov Primary Completion Dt,CT.gov Study Completion Dt,OHSU Multicenter Study Flag,Study Type,Award Org Name,Study Phase,Drug - IND,Ongoing Study Flag,Clinical Services Flag,Drug Study Flag,PI Initiated Flag,OHSU PI is Lead PI Flag,IRB Approval Dt,IRB Expiration Dt,Review Category,IRB Status Change Dt,IRB Termination Dt,Cancer Study Flag,IRB Study Submitted Dt,Clinical Trial Flag,Prospective Consent Flag
,IRB00010381,CRS00000698,,,,,,,,,,,,,,,,,,,700010381,,,No,,,Phase 2,Yes,Yes,Yes,Yes,No,No,2014-01-29 08:00:00,2017-08-09 16:03:00,Waived,2017-08-09 16:03:00,,Yes,2014-01-21 09:58:24,Yes,Yes
,STUDY00015470,CRS00002150,,,,,,,,,,,,,,,,,,,100095627,,,No,Observational,SM.Neu Aging And Alzheimers,N/A,No,No,Yes,No,No,No,2016-03-24 07:00:00,2019-02-07 08:00:00,Full Board,2016-03-25 21:03:00,,No,2015-12-11 18:29:38,No,Yes
,,CRS00002466,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00011963,CRS00001828,,,,,,,,,,,,,,,,,,,100096456,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2015-08-20 07:00:00,2017-06-30 17:06:00,Expedited,2017-06-30 17:06:00,,No,2015-06-23 17:21:21,No,Yes
,IRB00009503,CRS00000029,,,,,,,,,,,,,,,,,,,100097249,,,No,Interventional,,N/A,Yes,No,Yes,Yes,No,No,2014-01-29 08:00:00,2019-03-08 08:00:00,Waived,2018-03-09 08:15:00,,No,2014-01-10 16:09:08,No,Yes
,STUDY00015634,CRS00002463,,,,,,,,,,,,,,,,,,,000000000,,,No,Observational,,Phase 2,Yes,No,Yes,Yes,No,No,2016-07-08 07:00:00,2019-02-26 08:00:00,Waived,2016-07-11 14:24:00,,Yes,2016-05-20 19:24:48,Yes,Yes
,STUDY00015457,CRS00002145,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2016-03-08 08:00:00,2019-01-31 08:00:00,Expedited,2016-03-09 00:35:00,,No,2015-12-07 20:03:46,No,Yes
,IRB00009031,CRS00000195,,,,,,,,,,,,,,,,,,,,,,No,,SM.Peds Nephr,N/A,No,Yes,Yes,No,No,No,2013-01-10 08:00:00,2016-12-09 15:03:00,Expedited,2016-12-09 15:03:00,,No,2012-10-08 19:25:21,No,No
,STUDY00017356,CRS00003287,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-08-10 07:00:00,2018-08-09 07:00:00,Expedited,2017-08-10 16:31:00,,No,2017-07-24 14:22:00,Yes,Yes
,IRB00011231,CRS00001485,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2015-03-03 08:00:00,2018-02-23 19:26:00,Full Board,2018-02-23 19:26:00,,No,2014-12-29 20:48:27,No,Yes
,IRB00009761,CRS00000364,,,,,,,,,,,,,,,,,,,100097432,,,No,,SM.Knight CHM Clin Trials,Phase 3,Yes,Yes,Yes,Yes,No,No,2013-08-23 07:00:00,2018-06-29 07:00:00,Full Board,2017-11-11 11:47:00,,Yes,2013-07-01 22:26:24,No,No
,STUDY00016760,CRS00002875,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2017-04-04 07:00:00,2019-03-05 08:00:00,Expedited,2017-04-04 19:48:00,,Yes,2016-12-27 19:22:53,No,Yes
,,CRS00003454,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,,No,No,No,,,,,,,,,
,IRB00009013,CRS00001172,,,,,,,,,,,,,,,,,,,100097159,,,No,Observational,SM.Rad Onc Admin,N/A,No,Yes,Yes,No,Yes,No,2013-12-05 08:00:00,2016-10-29 07:00:00,Expedited,2016-10-30 07:00:00,,Yes,2013-08-12 16:51:09,No,Yes
,,CRS00002949,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,STUDY00015030,CRS00001937,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2015-09-03 07:00:00,2018-09-01 07:00:00,Exempt,2015-09-03 16:38:00,,No,2015-08-18 15:30:43,No,No
,IRB00010101,CRS00000329,,,,,,,,,,,,,,,,,,,100097038,,,No,Interventional,,N/A,No,No,Yes,Yes,Yes,No,2014-04-24 07:00:00,2019-01-24 08:00:00,Full Board,2017-10-17 20:40:00,,No,2014-03-31 15:54:17,No,Yes
,IRB00010349,CRS00000650,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2014-05-18 07:00:00,2018-05-22 07:00:00,Expedited,2016-05-24 18:42:00,,Yes,2014-01-30 16:10:03,No,Yes
,STUDY00016032,CRS00002828,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-06-12 07:00:00,2018-06-11 07:00:00,Expedited,2017-06-13 15:06:00,,No,2016-11-30 18:36:02,No,Yes
,,CRS00002625,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,,CRS00003229,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,STUDY00016619,CRS00002799,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2016-11-11 08:00:00,2018-11-08 08:00:00,Expedited,2016-11-11 22:17:00,,No,2016-11-03 23:54:51,No,Yes
,IRB00009289,CRS00000780,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Surg Plastic,N/A,No,Yes,No,No,Yes,No,2013-06-06 07:00:00,2015-06-09 07:00:00,Expedited,2018-01-22 22:54:45,2018-01-22 08:00:00,Yes,2013-02-22 09:50:50,,No
,IRB00007568,CRS00000972,,,,,,,,,,,,,,,,,,,100098389,,,No,,SM.ARD Administration,Phase 3,Yes,Yes,Yes,Yes,No,No,2011-10-07 07:00:00,2016-07-05 22:25:00,Full Board,2016-07-05 22:25:00,,No,2011-09-15 14:39:41,No,No
,IRB00010769,CRS00000643,,,,,,,,,,,,,,,,,,,100097033,,,No,Interventional,,Phase 2,No,No,Yes,No,No,No,2014-07-09 07:00:00,2018-09-07 07:00:00,Waived,2016-04-14 22:58:00,,Yes,2014-06-11 11:44:05,No,Yes
,STUDY00017328,CRS00003213,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-08-25 07:00:00,2018-08-24 07:00:00,Expedited,2017-08-25 16:36:00,,No,2017-06-20 16:52:43,No,Yes
,IRB00005950,CRS00000342,,,,,,,,,,,,,,,,,,,,,,No,,SM.Knight CHM Clin Trials,Phase 2/Phase 3,No,Yes,No,Yes,No,No,2010-01-28 08:00:00,2016-10-27 07:00:00,Full Board,2016-10-27 16:15:00,,Yes,2009-11-24 18:34:36,No,No
,IRB00010960,CRS00001073,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2014-08-26 07:00:00,2018-06-08 07:00:00,Expedited,2017-11-11 11:00:00,,No,2014-07-31 18:43:47,No,Yes
,STUDY00016119,CRS00002539,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2018-03-17 07:00:00,2019-02-06 08:00:00,Waived,2018-03-23 17:14:00,,No,2016-07-04 16:08:21,Yes,Yes
,IRB00011926,CRS00001876,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2016-04-08 07:00:00,2019-01-31 08:00:00,Expedited,2017-11-11 12:06:00,,No,2015-07-16 16:29:21,Yes,No
,IRB00011251,CRS00001542,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2015-03-01 08:00:00,2019-01-07 08:00:00,Expedited,2017-11-02 07:01:00,,Yes,2015-01-26 15:31:41,No,No
,,CRS00001216,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,Phase 3,No,No,,No,No,No,,,,,,,,,
,STUDY00016065,CRS00002499,,,,,,,,,,,,,,,,,,,700016065,,,No,Interventional,,Phase 4,Yes,No,Yes,Yes,No,No,2016-07-17 07:00:00,2018-06-28 07:00:00,Full Board,2016-07-18 13:46:00,,No,2016-06-17 17:36:36,Yes,Yes
,IRB00011218,CRS00001368,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2015-01-15 08:00:00,2016-01-27 08:00:00,Expedited,2016-01-27 17:33:00,,Yes,2014-10-29 10:25:40,Yes,Yes
,IRB00006918,CRS00000577,,,,,,,,,,,,,,,,,,,100098536,,,Yes,,SM.Head & Neck Surgery Division,Phase 3,No,Yes,Yes,Yes,No,No,2011-05-20 07:00:00,2019-01-18 08:00:00,Full Board,2017-01-27 20:28:00,,Yes,2011-02-01 19:12:04,Yes,Yes
,STUDY00015578,CRS00002857,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2017-03-01 08:00:00,2019-02-15 08:00:00,Full Board,2017-03-01 18:58:00,,No,2016-12-15 22:10:37,No,Yes
,STUDY00016095,CRS00002480,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,Yes,No,No,Yes,No,No,,,,2016-06-08 19:54:00,,No,2016-06-01 20:58:32,No,Yes
,IRB00008026,CRS00000851,,,,,,,,,,,,,,,,,,,100098182,,,No,,,Phase 3,Yes,Yes,Yes,Yes,No,No,2011-12-16 08:00:00,2016-04-07 19:07:00,Full Board,2016-04-07 19:07:00,,No,2011-11-11 14:26:34,Yes,Yes
,IRB00003073,CRS00001109,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Knight CHM Clin Trials,N/A,No,Yes,No,No,No,No,2006-10-17 07:00:00,2015-06-28 07:00:00,Expedited,2015-05-15 20:36:46,2015-05-15 07:00:00,Yes,2006-09-01 00:20:04,,No
,IRB00011435,CRS00001561,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,Yes,No,No,No,,,Full Board,2015-07-09 20:00:28,,Yes,2015-02-11 01:04:17,,Yes
,IRB00011927,CRS00001831,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2015-06-30 07:00:00,2016-06-29 07:00:00,Expedited,2016-06-30 07:00:00,,No,2015-06-24 11:49:21,No,Yes
,IRB00007918,CRS00000474,,,,,,,,,,,,,,,,,,,100098407,,,No,,SM.Peds Hemonc,Phase 2,Yes,Yes,Yes,Yes,No,No,2011-11-02 07:00:00,2018-08-19 07:00:00,Waived,2017-11-11 11:17:00,,Yes,2011-10-19 08:08:19,No,No
,IRB00002975,CRS00000379,,,,,,,,,,,,,,,,,,,700002975,,,No,,SM.Knight CHM Clin Trials,Phase 1/Phase 2,No,Yes,Yes,Yes,No,No,2007-01-09 08:00:00,2017-07-03 22:21:00,Full Board,2017-07-03 22:21:00,,Yes,2006-08-02 12:40:09,No,No
,IRB00008726,CRS00000291,,,,,,,,,,,,,,,,,,,,,,No,,SM.Knight Clinical Trials,Phase 1,Yes,Yes,Yes,Yes,No,No,2013-02-28 08:00:00,2015-02-26 08:00:00,Full Board,2015-02-12 20:12:21,2015-02-12 08:00:00,Yes,2012-06-29 13:16:00,,Yes
,IRB00006798,CRS00000306,,,,,,,,,,,,,,,,,,,100098764,,,No,,SM.Knight CHM Clin Trials,Phase 2,Yes,Yes,Yes,Yes,No,No,2010-12-03 08:00:00,2016-08-04 20:18:00,Full Board,2016-08-04 20:18:00,,Yes,2010-10-11 07:17:55,No,No
,IRB00011133,CRS00001270,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2014-10-16 07:00:00,2015-10-15 07:00:00,Non-Human Subjects Research,2014-10-17 14:46:58,2014-10-17 07:00:00,Yes,2014-09-19 12:09:50,,No
,STUDY00016066,CRS00002467,,,,,,,,,,,,,,,,,,,100095818,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2016-08-05 07:00:00,2018-05-21 07:00:00,Expedited,2016-08-08 15:18:00,,No,2016-05-23 23:20:02,Yes,Yes
,,CRS00002635,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,STUDY00016227,CRS00002555,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2016-07-29 07:00:00,2018-06-18 07:00:00,Expedited,2016-07-29 17:07:00,,Yes,2016-07-12 20:29:54,No,No
,IRB00009134,CRS00001477,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,Yes,No,Yes,No,No,2013-09-27 07:00:00,2015-09-25 07:00:00,Full Board,2015-08-17 16:12:16,2015-08-17 07:00:00,No,2012-12-21 09:29:10,,Yes
,STUDY00017011,CRS00003235,,,,,,,,,,,,,,,,,,,100095448,,,No,Interventional,,Phase 4,No,No,Yes,Yes,No,No,2017-11-15 08:00:00,2018-08-17 07:00:00,Full Board,2017-11-15 22:30:00,,No,2017-07-02 18:40:11,Yes,Yes
,IRB00000725,CRS00003067,,,,,,,,,,,,,,,,,,,700000725,,,No,,SM.Neu Aging And Alzheimers,N/A,No,Yes,No,No,No,No,2002-03-07 08:00:00,2019-01-01 08:00:00,Full Board,2017-10-21 07:02:00,,No,,No,Yes
,STUDY00017921,CRS00003700,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2018-01-31 08:00:00,2019-01-30 08:00:00,Expedited,2018-01-31 18:57:00,,No,2018-01-25 03:45:50,No,Yes
,IRB00009264,CRS00000278,,,,,,,,,,,,,,,,,,,100097313,,,No,,SM.Knight Clinical Trials,Phase 1,Yes,Yes,Yes,Yes,No,No,2013-03-19 07:00:00,2017-08-31 21:50:00,Full Board,2017-08-31 21:50:00,,Yes,2013-01-11 18:22:59,No,No
,STUDY00015977,CRS00002634,,,,,,,,,,,,,,,,,,,100096028,,,No,Observational,,N/A,No,No,Yes,No,No,No,2016-08-30 07:00:00,2018-10-25 07:00:00,Waived,2016-08-30 19:10:00,,Yes,2016-08-16 20:51:29,No,Yes
,,CRS00002760,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00003694,CRS00001169,,,,,,,,,,,,,,,,,,,,,,No,Observational,CR.Occupational Health Sciences Grants,N/A,No,Yes,No,No,Yes,No,2007-07-19 07:00:00,2019-02-21 08:00:00,Expedited,2018-01-13 03:05:00,,Yes,2007-06-18 11:07:03,No,No
,STUDY00018160,CRS00003782,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,2018-02-23 17:09:00,,Yes,2018-02-22 22:58:45,No,No
,STUDY00016901,CRS00002937,,,,,,,,,,,,,,,,,,,700016901,2018-10-02 07:00:00,2017-10-02 07:00:00,No,Interventional,,N/A,No,No,Yes,No,Yes,No,2017-08-18 07:00:00,2018-08-17 07:00:00,Expedited,2017-08-18 16:30:00,,No,2017-02-06 05:46:48,Yes,Yes
,STUDY00016658,CRS00002874,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,Phase 0,No,No,No,No,Yes,No,2017-07-10 07:00:00,2018-06-14 07:00:00,Full Board,2017-07-10 22:48:00,,No,2016-12-27 17:25:35,Yes,Yes
,,CRS00003233,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,STUDY00015777,CRS00002373,,,,,,,,,,,,,,,,,,,100095685,,,No,Interventional,,Phase 3,No,No,Yes,No,No,No,2016-05-13 07:00:00,2018-04-20 07:00:00,Full Board,2016-05-16 14:45:00,,No,2016-03-31 23:27:11,Yes,Yes
,IRB00009240,CRS00000947,,,,,,,,,,,,,,,,,,,100097584,,,No,,SM.Ophth Admin,Phase 2/Phase 3,Yes,Yes,Yes,Yes,No,No,2013-03-14 07:00:00,2016-08-30 16:38:00,Full Board,2016-08-30 16:38:00,,No,2013-02-07 18:10:40,Yes,No
,IRB00008466,CRS00003406,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,Yes,No,Yes,No,2012-06-05 07:00:00,2018-05-31 07:00:00,Full Board,2017-10-16 21:26:00,,No,2012-05-23 12:30:12,No,Yes
,STUDY00015045,CRS00001945,,,,,,,,,,,,,,,,,,,100096412,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2015-10-07 07:00:00,2018-07-30 07:00:00,Expedited,2015-10-07 23:06:00,,No,2015-08-20 18:04:20,No,Yes
,IRB00008465,CRS00001103,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Knight Hem/Onc CHM,N/A,No,Yes,No,No,Yes,No,2012-05-17 07:00:00,2015-05-06 07:00:00,Expedited,2015-05-11 15:25:14,2015-05-11 07:00:00,Yes,2012-03-25 14:38:02,,No
,IRB00003485,CRS00000683,,,,,,,,,,,,,,,,,,,6814020F,,,No,Observational,SM.OB/GYN Oncology Division,N/A,No,Yes,Yes,No,Yes,No,2008-03-21 07:00:00,2018-11-27 08:00:00,Expedited,2017-10-31 07:00:00,,Yes,2007-04-26 07:34:06,No,No
,STUDY00016991,CRS00003040,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-04-06 07:00:00,2018-04-05 07:00:00,Expedited,2017-04-06 21:28:00,,No,2017-03-23 08:14:40,No,Yes
,IRB00010019,CRS00001350,,,,,,,,,,,,,,,,,,,,,,No,,SM.Peds Hemonc,Phase 2,Yes,Yes,Yes,Yes,No,No,2013-10-29 07:00:00,2017-12-12 19:19:00,Waived,2017-12-12 19:19:00,,Yes,2013-10-14 10:48:46,Yes,Yes
,IRB00010973,CRS00001130,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2014-08-26 07:00:00,2017-07-17 19:42:00,Expedited,2017-07-17 19:42:00,,No,2014-08-14 08:38:58,Yes,Yes
,IRB00010361,CRS00000103,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2014-02-21 08:00:00,2018-11-13 08:00:00,Expedited,2017-10-16 07:03:00,,No,2014-02-14 10:12:36,No,Yes
,,CRS00003455,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,,No,No,No,,,,,,,,,
,STUDY00016817,CRS00002904,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2017-02-23 08:00:00,2018-01-09 23:31:00,Expedited,2018-01-09 23:31:00,,Yes,2017-01-18 23:57:37,No,No
,IRB00009215,CRS00000369,,,,,,,,,,,,,,,,,,,,,,No,,SM.Dermatology Admin,Phase 1,Yes,Yes,Yes,Yes,No,No,2013-02-22 08:00:00,2015-02-20 08:00:00,Full Board,2014-10-30 21:53:16,2014-10-30 07:00:00,No,2013-01-31 19:44:06,,Yes
,IRB00008861,CRS00001054,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Knight Cancer Institute,N/A,No,Yes,No,No,Yes,No,2012-10-01 07:00:00,2014-09-20 07:00:00,Expedited,2014-06-19 14:58:11,2014-06-19 07:00:00,Yes,2012-08-09 09:50:38,,No
,IRB00011349,CRS00001521,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2015-05-13 07:00:00,2018-06-08 07:00:00,Expedited,2017-06-09 16:26:00,,No,2015-03-16 13:49:58,No,Yes
,IRB00009300,CRS00000657,,,,,,,,,,,,,,,,,,,100097527,,,No,,SM.Molec & Medical Genetics,Phase 3,Yes,Yes,Yes,Yes,No,No,2013-06-04 07:00:00,2017-04-25 07:00:00,Full Board,2016-09-15 19:13:00,2016-09-15 07:00:00,No,2013-05-16 06:19:22,,Yes
,IRB00009922,CRS00000927,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.OPP Urology,N/A,No,Yes,No,No,Yes,No,2013-09-01 07:00:00,2018-06-15 07:00:00,Expedited,2017-11-11 11:23:00,,Yes,2013-08-20 10:50:06,No,No
,IRB00008052,CRS00000838,,,,,,,,,,,,,,,,,,,700008052,,,No,,,N/A,No,Yes,Yes,No,No,No,2012-03-04 08:00:00,2018-12-04 08:00:00,Expedited,2017-01-11 17:09:00,,No,2011-12-19 13:43:10,No,No
,IRB00011708,CRS00001679,,,,,,,,,,,,,,,,,,,000000000,,,No,Interventional,,Phase 2,No,No,Yes,No,No,No,2015-05-18 07:00:00,2019-01-08 08:00:00,Waived,2017-11-11 11:58:00,,Yes,2015-04-15 08:47:43,Yes,Yes
,STUDY00015880,CRS00002379,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2016-08-26 07:00:00,2018-08-03 07:00:00,Expedited,2016-08-26 18:21:00,,Yes,2016-04-05 22:37:57,No,Yes
,IRB00010782,CRS00001668,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2015-05-27 07:00:00,2018-12-17 08:00:00,Expedited,2017-10-16 16:52:00,,No,2015-03-31 13:29:17,No,Yes
,STUDY00018241,CRS00003763,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,Yes,Yes,Yes,No,,,,2018-03-27 17:05:00,,No,2018-02-15 22:53:41,Yes,Yes
,STUDY00015623,CRS00002449,,,,,,,,,,,,,,,,,,,000000000,,,No,Observational,,Phase 2,No,No,Yes,Yes,No,No,2016-06-22 07:00:00,2019-03-12 07:00:00,Waived,2016-06-23 14:39:00,,Yes,2016-05-16 15:56:58,Yes,Yes
,IRB00010451,CRS00000141,,,,,,,,,,,,,,,,,,,700010451,,,No,Interventional,,Phase 3,No,No,Yes,Yes,No,No,2014-03-05 08:00:00,2018-10-09 07:00:00,Waived,2016-11-16 21:41:00,,Yes,2014-02-27 14:08:58,Yes,Yes
,IRB00008071,CRS00000535,,,,,,,,,,,,,,,,,,,100097733,,,No,Interventional,SM.Head & Neck Surgery Division,Phase 2,No,Yes,Yes,Yes,Yes,No,2012-10-25 07:00:00,2017-03-29 16:47:00,Full Board,2017-03-29 16:47:00,,Yes,2012-07-19 20:01:05,No,Yes
,STUDY00017401,CRS00003251,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,Yes,No,No,2017-07-20 07:00:00,2018-05-17 07:00:00,Waived,2017-07-20 19:33:00,,Yes,2017-07-10 19:32:54,Yes,No
,,CRS00003572,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00007640,CRS00000446,,,,,,,,,,,,,,,,,,,100098378,,,No,,SM.Knight Prostate Program,Phase 2,Yes,Yes,Yes,Yes,No,No,2011-08-18 07:00:00,2016-06-21 18:04:00,Full Board,2016-06-21 18:04:00,,Yes,2011-06-30 17:13:48,No,No
,STUDY00016949,CRS00002966,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2017-02-21 08:00:00,2019-01-22 08:00:00,Expedited,2017-02-21 19:46:00,,No,2017-02-17 22:55:19,No,Yes
,IRB00011636,CRS00001630,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,Full Board,2015-03-12 05:15:13,,No,2015-03-11 22:13:20,,Yes
,IRB00009526,CRS00000802,,,,,,,,,,,,,,,,,,,100097481,,,No,,SM.GST Administration,Phase 3,Yes,Yes,Yes,Yes,No,No,2013-08-08 07:00:00,2015-08-05 07:00:00,Full Board,2015-03-06 00:10:35,2015-03-05 08:00:00,Yes,2013-05-30 10:28:43,,Yes
,IRB00007448,CRS00000695,,,,,,,,,,,,,,,,,,,700007448,,,No,,SM.Knight Comm Onc Clin Trials,Phase 3,Yes,Yes,Yes,Yes,No,No,2011-05-22 07:00:00,2019-01-08 08:00:00,Waived,2017-11-11 11:25:00,,Yes,2011-05-13 08:36:09,Yes,Yes
,IRB00009100,CRS00001057,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Knight Cancer Institute,N/A,No,Yes,No,No,Yes,No,2013-01-31 08:00:00,2015-12-22 08:00:00,Expedited,2015-09-29 20:08:00,2015-09-29 07:00:00,Yes,2012-10-31 11:06:23,,No
,STUDY00016798,CRS00002962,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,Phase 2,Yes,No,Yes,Yes,No,No,2017-03-06 08:00:00,2018-05-03 07:00:00,Waived,2017-03-06 18:44:00,,Yes,2017-02-22 18:07:41,Yes,Yes
,IRB00009741,CRS00000362,,,,,,,,,,,,,,,,,,,100097318,,,No,,SM.Knight CHM Clin Trials,Phase 2,Yes,Yes,Yes,Yes,No,No,2013-09-26 07:00:00,2015-09-17 07:00:00,Full Board,2015-09-14 17:47:19,2015-09-14 07:00:00,Yes,2013-06-17 17:26:06,,Yes
,STUDY00015390,CRS00002170,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2016-02-19 08:00:00,2018-10-31 07:00:00,Expedited,2016-02-19 21:52:00,,No,2015-12-18 15:53:44,Yes,Yes
,IRB00007895,CRS00000271,,,,,,,,,,,,,,,,,,,100098359,,,No,,SM.Knight Clinical Trials,Phase 2,Yes,Yes,Yes,Yes,No,No,2011-10-07 07:00:00,2015-09-01 07:00:00,Full Board,2015-04-21 16:29:48,2015-04-21 07:00:00,Yes,2011-09-22 10:30:10,,Yes
,IRB00011833,CRS00001808,,,,,,,,,,,,,,,,,,,,,,Yes,Observational,,N/A,No,No,No,No,Yes,No,2015-10-14 07:00:00,2018-01-29 08:00:00,Expedited,2018-01-30 08:15:00,,Yes,2015-06-09 14:02:45,No,Yes
,,CRS00001527,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,No,No,No,,,,,,,,,
,,CRS00001411,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00010747,CRS00000753,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,Full Board,2015-03-20 18:16:29,,No,2014-07-02 10:59:24,,Yes
,IRB00005642,CRS00000517,,,,,,,,,,,,,,,,,,,,,,No,,SM.Knight CHM Clin Trials,N/A,No,Yes,No,No,No,No,2009-11-12 08:00:00,2016-08-03 16:19:00,Expedited,2016-08-03 16:19:00,,Yes,2009-09-23 13:40:33,No,No
,IRB00006548,CRS00000771,,,,,,,,,,,,,,,,,,,,,,No,,SM.Neu Multiple Sclerosis,N/A,No,Yes,No,No,No,No,2010-09-29 07:00:00,2016-07-22 07:00:00,Expedited,2015-10-22 19:49:32,2015-10-22 07:00:00,No,2010-08-31 11:30:25,,Yes
,,CRS00001504,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,Phase 3,No,No,No,No,No,No,,,,,,,,,
,,CRS00001124,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,STUDY00015093,CRS00001960,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2015-09-17 07:00:00,2017-07-11 22:48:00,Expedited,2017-07-11 22:48:00,,Yes,2015-08-28 23:12:20,No,No
,,CRS00003799,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,No,No,No,,,,,,,,,
,IRB00010614,CRS00000355,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2014-07-01 07:00:00,2016-11-03 07:00:00,Full Board,2016-11-04 07:00:00,,No,2014-04-04 15:23:58,No,Yes
