"Project ID","Project PI: Full Name","OCTRI Project Status Change Date","Project Long Title","OCTRI Project Status","CTRC Status","Project Funding ID","Funding Award: Funding Award ID","Funding Award: Funding Source Name","Funding Award: Activity Type","Funding Award: Funding Type","Funding Award: Funding Status","Funding Award: Record Type","Funding Award: Reason OGA Not Set Up","Funding Award: Award Owning Org","Funding Award: OGA Award Number","Funding Award: Originating Sponsor","Funding Award: Originating Sponsor Type"
"PRJ-5363","Ian Martin","10/13/2015","ROLE OF ELEVATED DIET-LINKED TOR ACTIVITY AND PROTEIN SYNTHESIS IN PARKINSON'S DISEASE NEURODEGENERATION","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5360","FA-09502","National Institutes of Health - unknown institute","K01","Federal NIH","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-5915","Brian Jordan","1/17/2017","The Impact of Prematurity and Inflammation on the Trajectory of Lung Development in Extremely Premature Infants","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6024","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5000","Brian Jordan","10/17/2014","Outcomes in premature neonates with sub-optimal exposure to antenatal steroids","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4792","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6317","Cherrie Abraham","11/27/2017","Applicability of an off the shelf fenestrated endograft for ruptured AAA","Approved Post-IRB","N/A No CTRC Services","ProjFund-6433","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5384","Cherrie Abraham","1/20/2017","Zenith p-Branch Pivotal Study","Complete","N/A No CTRC Services","ProjFund-5802","FA-10124","Cook Incorporated","","Industry","Awarded","OGA Award","","SM.Surg Vascular","ASURG0305","",""
"PRJ-5736","Justin Leitenberger","10/12/2016","OHSU Skin Clinic for Transplant Patients - Patient Intake Questionnaire","Approved Post-IRB","N/A No CTRC Services","ProjFund-5808","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5368","Justin Leitenberger","10/29/2015","Using a Multimedia Tool for the Informed Consent of Patients Prior to Mohs Surgery: A Randomized Trial Measuring Effects on Patient Anxiety, Knowledge and Satisfaction.","Approved Post-IRB","N/A No CTRC Services","ProjFund-5367","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5859","Justin Leitenberger","11/10/2016","A retrospective case-control study identifying causes of discordance between Mohs Micrographic Surgery using MART-1 immunostaining and fixed permanent tissue margins for treatment of melanoma","Approved Post-IRB","N/A No CTRC Services","ProjFund-5927","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5944","Cynthia Jurgensen","4/3/2017","Fitness for the Future","Complete","N/A No CTRC Services","ProjFund-6072","FA-10971","Central Oregon Health Council (COHC)","Not Applicable","State Oregon","Awarded","Non-OGA Award","","","","",""
"PRJ-6291","Skye Mayo","11/10/2017","To evaluate the efficacy of systemic induction of mFOLFIRINOX, followed by HAI floxuridine-DEX administered concurrently with systemic mFOLFIRI, as measured by disease control rate (DCR) at 6 months and to assess safety of treatment with HAI floxuridine-D","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6415","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5765","Noura Sall","4/3/2017","[Community] PCORI Collaborative: Improving care for critally ill patients & families through research dissemination and implementation","Complete","N/A No CTRC Services","ProjFund-5853","FA-10593","Patient-Centered Outcomes Research Institute (PCORI)","Not Applicable","Federal","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5918","Alison Martin","1/18/2017","Formative Evaluation of Shared Care Planning Processes Conducted by Local Health Departments (LHDs) for Children & Youth with Special Health Care Needs (CYSHCN)","Approved Post-IRB","N/A No CTRC Services","ProjFund-6045","FA-10693","Oregon Health Authority","","Cost Sharing","Awarded","OGA Award","","SM.IDD OSCSHN Office","ACDRC0295CS","DHHS HRSA Maternal and Child Hlth Bureau","Federal"
"PRJ-4986","Carl Eriksson","10/10/2014","Understanding Pediatric Surge Capacity","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4934","FA-07392","DHHS Agency for Hlthcare Rsch and Quality","K12","Federal DHHS Individual Draw","Awarded","OGA Award","","AA.Career Development and Mentoring","ASMMI0204","",""
"PRJ-5903","Monica Desmond","4/3/2017","[Community] Homeless Leadership Coalition/ CORC","Complete","N/A No CTRC Services","ProjFund-5988","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5657","Brian Duty","4/18/2017","ReSKU - The Registry for Stones of the Kidney and Ureter","Complete","N/A No CTRC Services","ProjFund-5765","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4987","Brian Duty","10/13/2014","Extracorporeal Shock Wave Lithotripsy in the Pacific Northwest: Large Series","Approved Pre-IRB","N/A No CTRC Services","ProjFund-4754","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4997","Rachel Cook","5/9/2017","A Phase I Dose Escalation with Two Disease Specific Expansions, Multicenter, Open-label, Safety, Pharmacokinetic and Pharmacodynamic Study of LOR-253 in Patients with Relapsed or Refractory Hematologic Malignancies","Complete","Terminated","ProjFund-5133","FA-08903","Aptose Biosciences Inc","Not Applicable","Industry","Awarded","OGA Award","","SM.Knight CHM Clin Trials","ACNCR0632","",""
"PRJ-4997","Rachel Cook","5/9/2017","A Phase I Dose Escalation with Two Disease Specific Expansions, Multicenter, Open-label, Safety, Pharmacokinetic and Pharmacodynamic Study of LOR-253 in Patients with Relapsed or Refractory Hematologic Malignancies","Complete","Terminated","ProjFund-5057","FA-08916","Aptose Biosciences Inc","Not Applicable","Industry","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-5625","Rachel Cook","8/12/2016","A Biomarker-Directed Phase 2 Trial of SY-1425, a Selective Retinoic Acid Receptor Alpha Agonist, in Adult Patients with Acute Myeloid Leukemia (AML) or Myelodysplastic Syndrome (MDS)","Approved Post-IRB","Active","ProjFund-5753","FA-10287","Syros Pharmaceuiticals, Inc.","","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5771","Angela Groves","8/30/2016","[Community] Friends of the Children - Klamath Basin","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5964","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5949","Oliver Wisco","2/8/2017","[Community] Central Oregon Dermatology Project ECHO","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6147","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-2367","Jamie Eastman","12/17/2012","Use of a perioperative data repository for research","Complete","N/A No CTRC Services","ProjFund-3271","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5766","Audrey Tehan","8/30/2016","[Community] Seed to Table Program","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5963","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5334","Jamie Warren","9/1/2017","Utility of immature granulocyte count in predicting bacteremia in the neonatal population","Complete","N/A No CTRC Services","ProjFund-5318","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5388","Jamie Warren","9/1/2017","Automated versus Manual immature WBC counts","Complete","N/A No CTRC Services","ProjFund-5395","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5342","Angela Garinis","9/29/2015","Contalateral TEOAE suppression in cystic firbrosis patients receiving obligate IV Tobramycin treatments","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5332","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6282","Eva Medvedova","11/20/2017","A Phase 1/2, Multicenter, Dose-Escalation and Expansion Study of Combination Therapy with Venetoclax, Daratumumab and Dexamethasone (With and Without Bortezomib) in Subjects with Relapsed or Refractory Multiple Myeloma","Approved Pre-IRB","Pending","ProjFund-6405","FA-11797","AbbVie Inc","","Industry","Awarded","Non-OGA Award","Pending OGA Setup","","","",""
"PRJ-5752","Joe McHaney","8/26/2016","[Community COHC] Promoting Healthy, Active Lifestyles for Kids in Jefferson County","Proposal Development","N/A No CTRC Services","ProjFund-5842","FA-10576","Central Oregon Health Council (COHC)","Not Applicable","State Oregon","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5426","Richard Burwick","7/18/2016","Complement in the Brain and its Association with Blood Pressure and Neuroinflammation in Preeclampsia","Approved Post-IRB","N/A No CTRC Services","ProjFund-5840","FA-10226","Preeclampsia Foundation","","Foundation","Awarded","OGA Award","","SM.OB/GYN Perinatology Division","AOBGY0312","",""
"PRJ-5302","Richard Burwick","8/21/2015","Hypertensive Disorders of Pregnancy and Adverse Maternal and Neonatal Outcomes","Approved Post-IRB","N/A No CTRC Services","ProjFund-5276","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5290","Richard Burwick","8/12/2015","","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5256","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4985","Richard Burwick","12/11/2014","A retrospective survey of preterm patients with preeclampsia who were hospitalized at potential clinical trial sites over the previous two years to establish feasibility for the PRESERVE-1 study","Complete","N/A No CTRC Services","ProjFund-4811","FA-08476","Revo Biologics, Inc","Not Applicable","Industry","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-4985","Richard Burwick","12/11/2014","A retrospective survey of preterm patients with preeclampsia who were hospitalized at potential clinical trial sites over the previous two years to establish feasibility for the PRESERVE-1 study","Complete","N/A No CTRC Services","ProjFund-5051","FA-08597","rEVO Biologics","","Industry","Awarded","OGA Award","","SM.OB/GYN Perinatology Division","AOBGY0281","",""
"PRJ-4963","Richard Burwick","9/15/2014","Perspective Randomized Double- Blind, Placebo Controlled Evaluation of the Pharmacokinetics, Safety and Efficacy of Recombinant Antithrombin Versus Placebo in Preterm Preeclampsia","Approved Pre-IRB","Pending","ProjFund-5046","FA-08597","rEVO Biologics","","Industry","Awarded","OGA Award","","SM.OB/GYN Perinatology Division","AOBGY0281","",""
"PRJ-4963","Richard Burwick","9/15/2014","Perspective Randomized Double- Blind, Placebo Controlled Evaluation of the Pharmacokinetics, Safety and Efficacy of Recombinant Antithrombin Versus Placebo in Preterm Preeclampsia","Approved Pre-IRB","Pending","ProjFund-4628","FA-08350","Revo Biologics, Inc","Not Applicable","Industry","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-5982","Katrina Van Dis","4/3/2017","[Community COHC] Improving Nutrition Wellness Programs in Central Oregon (HDFFA)","Complete","N/A No CTRC Services","ProjFund-6116","FA-11083","Central Oregon Health Council (COHC)","Not Applicable","State Oregon","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-6309","Joel Solomon","11/21/2017","Opioid prescribing patterns in elective upper extremity surgeries","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6426","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5883","Reza Karimi","12/9/2016","In-person Stata tutoring","Approved Non-IRB","N/A No CTRC Services","ProjFund-5954","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5773","Emily Tomayko","8/30/2016","[Community] Warm Springs Connections","Complete","N/A No CTRC Services","ProjFund-5967","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5768","Kim Brown","8/30/2016","[Community] Rural Campus - Coos Bay 2 Coastal Community Health","Complete","N/A No CTRC Services","ProjFund-6012","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5904","Kim Brown","12/23/2016","[Community] Project Hopper - to house pre project information","Excluded","N/A No CTRC Services","ProjFund-5989","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6019","Kyle Chapman","4/18/2017","[Community] Recurrent No-Shows and Associated Factors Research Project","Complete","N/A No CTRC Services","ProjFund-6152","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6022","Lauren Denneson","4/6/2017","VAPORHCS/OHSU J: Health Coaching to Optimize Well-Being among Returning Veterans with Suicide Risk","Approved Post-IRB","N/A No CTRC Services","ProjFund-6157","FA-11155","U.S. Department of Defense","Pilot Project","Federal","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5829","Milky Kohno","10/27/2016","DRAFT - randomized placebo-controlled study of the effect of Ibudilast on neuroinflammation indexed by chemokine and cytokine assays and  neuroinflammatory markers with magnetic resonance spectroscopy (MRS)","Proposal Development","N/A No CTRC Services","ProjFund-5958","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6290","James Mudd","11/30/2017","Randomized, Double-blind, Crossover, Placebo-controlled
Study of Safety, Tolerability, Preliminary Pharmacokinetics,
and Pharmacodynamics of Single Ascending Oral Doses of
MYK-491 in Patients with Stable Heart Failure","Approved Pre-IRB","Pending","ProjFund-6414","FA-11831","MyoKardia Inc","","Industry","Awarded","Non-OGA Award","Pending OGA Setup","","","",""
"PRJ-4399","William Horton","2/1/2016","Measurement of cartilage collagen turnover products in urine of healthy growing children - a novel biomarker for assessing linear bone growth","Withdrawn","N/A No CTRC Services","ProjFund-4090","FA-03004","DHHS NIH Natl Inst of Arth & Mus & Skin Diseases","R21","Federal DHHS LOC","Awarded","OGA Award","","SM.Molec & Medical Genetics","AMEDG0182","",""
"PRJ-2024","William Horton","6/30/2011","FGFR3 signaling in the skeletal growth plate","Complete","N/A No CTRC Services","ProjFund-3369","FA-07103","","Not Applicable","","Not Awarded","Non-OGA Award","","","","",""
"PRJ-2024","William Horton","6/30/2011","FGFR3 signaling in the skeletal growth plate","Complete","N/A No CTRC Services","ProjFund-4368","FA-03004","DHHS NIH Natl Inst of Arth & Mus & Skin Diseases","R21","Federal DHHS LOC","Awarded","OGA Award","","SM.Molec & Medical Genetics","AMEDG0182","",""
"PRJ-5048","William Horton","1/5/2015","DNA binding function of FGFR3","Complete","N/A No CTRC Services","ProjFund-4923","FA-08678","Shriners for Children","","Foundation","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-2703","Melissa Weimer","9/20/2012","","Complete","N/A No CTRC Services","ProjFund-2995","FA-06998","DHHS NIH Natl Inst on Drug Abuse","K23","Federal","Not Submitted","Non-OGA Award","","","","",""
"PRJ-4450","Melissa Weimer","3/27/2017","Neuroadaptive Circadian Rhythm Changes with Methamphetamine Dependence","Complete","Terminated","ProjFund-4170","FA-01713","DHHS NIH Natl Inst on Drug Abuse","P50","Federal DHHS LOC","Awarded","OGA Award","","SM.Psyc Research","APSYC0193","",""
"PRJ-3363","Melissa Weimer","6/1/2012","Evaluating a Chronic Opioid Therapy Dose Reduction Policy in Primary Care","Withdrawn","N/A No CTRC Services","ProjFund-3449","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6289","Kara Connelly","11/8/2017","Investigating the Efficacy of Subcutaneous Testosterone Compared to Intramuscular Testosterone in Gender Affirming Care of Transgender Male Adolescents","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6413","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4154","Kara Connelly","12/10/2012","Congenital Hypothyroidism Caused by Excess Maternal Iodine Ingestion","Complete","N/A No CTRC Services","ProjFund-3837","FA-06781","Medical Research Foundation of Oregon","Not Applicable","Foundation","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4154","Kara Connelly","12/10/2012","Congenital Hypothyroidism Caused by Excess Maternal Iodine Ingestion","Complete","N/A No CTRC Services","ProjFund-3838","FA-07292","Pediatric Endocrine Society","Not Applicable","Foundation","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5886","Kara Connelly","12/13/2016","Assessment of adolescent male patient satisfaction with current testosterone prescribing process in the Doernbecher Endocrinology Clinic.","Approved Post-IRB","N/A No CTRC Services","ProjFund-5957","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5522","Kara Connelly","4/22/2016","Organization of Youth Gender Care Centers in North America","Approved Post-IRB","N/A No CTRC Services","ProjFund-5596","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-2110","Eric Schnell","6/1/2011","Neuroligin Involvement in Synapse Formation During Adult Neurogenesis","Approved Post-IRB","N/A No CTRC Services","ProjFund-2840","FA-07413","Veterans Administration","Career Development Award","Federal","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-2110","Eric Schnell","6/1/2011","Neuroligin Involvement in Synapse Formation During Adult Neurogenesis","Approved Post-IRB","N/A No CTRC Services","ProjFund-2910","FA-07383","School of Medicine Dean's Office","Not Applicable","Internal OHSU","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4329","Eric Schnell","8/16/2013","Axonal sprouting and synapse development during post-traumatic adult neurogenesis","Complete","N/A No CTRC Services","ProjFund-4020","FA-06244","DHHS NIH Natl Ctr for Advancing Translational Sciences","TL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0702","",""
"PRJ-5333","Ellen Tilden","1/13/2017","Comparing Group and Traditional Prenatal Care","Approved Post-IRB","N/A No CTRC Services","ProjFund-5511","FA-07392","DHHS Agency for Hlthcare Rsch and Quality","K12","Federal DHHS Individual Draw","Awarded","OGA Award","","AA.Career Development and Mentoring","ASMMI0204","",""
"PRJ-5925","Ellen Tilden","1/23/2017","Characterizing the course of normal birth labor without medical interventions","Proposal Development","N/A No CTRC Services","ProjFund-6051","FA-10943","School of Medicine Dean's Office","Not Applicable","Academic Institution/Univ","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-5925","Ellen Tilden","1/23/2017","Characterizing the course of normal birth labor without medical interventions","Proposal Development","N/A No CTRC Services","ProjFund-6052","FA-10944","NIH/NICHD","R01","Federal NIH","Pre-Award","Non-OGA Award","","","","",""
"PRJ-5032","Ellen Tilden","6/11/2015","The impact of group prenatal care on labor and perinatal outcomes for low risk women","Complete","N/A No CTRC Services","ProjFund-4879","FA-08580","DHHS NIH Natl Inst of Nursing Rsch","F31","Federal NIH","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4161","Anna Marie Chang","9/8/2017","The variability of services provided in emergency care using the Oregon All Payers All Claims Database","Complete","N/A No CTRC Services","ProjFund-3845","FA-06898","DHHS NIH Natl Heart, Lung, and Blood Inst","K12","Federal","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-4161","Anna Marie Chang","9/8/2017","The variability of services provided in emergency care using the Oregon All Payers All Claims Database","Complete","N/A No CTRC Services","ProjFund-4798","FA-00864","DHHS NIH Natl Heart, Lung, and Blood Inst","K12","Federal DHHS LOC","Awarded","OGA Award","","SM.Emergency Medicine","AEMME0115","",""
"PRJ-3163","Wayne Zundel","11/27/2011","pRI Is an Essential Tumor Suppressive Effector of the Von Hippel?Lindau Tumor Suppressor","Complete","N/A No CTRC Services","ProjFund-3326","FA-07276","National Institutes of Health - unknown institute","R01","Federal","Not Submitted","Non-OGA Award","","","","",""
"PRJ-2148","Wayne Zundel","9/2/2011","Mapping the hypoxic/ischemic phosphoproteome in non-small cell lung cancer development.","Complete","N/A No CTRC Services","ProjFund-2860","FA-02196","DHHS NIH Natl Ctr for Rsch Resources","TL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0502","",""
"PRJ-5172","Takahiro Tsujikawa","7/10/2015","Practical and Cost-effective Multiplexed Immunohistochemistry for Comprehensive Immune Complexity Analysis of Solid Tumors","Approved Post-IRB","N/A No CTRC Services","ProjFund-5208","FA-09071","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI1001","",""
"PRJ-2080","Michelle Molis","11/14/2012","Improving Vowel Perception by Hearing-Impaired Listeners","Complete","N/A No CTRC Services","ProjFund-2818","FA-07403","Veterans Administration","Career Development Award","Federal","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-2115","Amy Starmer","9/20/2016","The Comparative Effectiveness of Strategies to Improve Physician Handoffs of Care","Complete","N/A No CTRC Services","ProjFund-2851","FA-04640","Boston Children's Hospital","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Pediatric GenPeds","APEDI0635ST","DHHS Ofc of the Asst Secretary for Planning & Evaluation","Federal"
"PRJ-2115","Amy Starmer","9/20/2016","The Comparative Effectiveness of Strategies to Improve Physician Handoffs of Care","Complete","N/A No CTRC Services","ProjFund-4053","FA-02643","Medical Research Foundation of Oregon","","Foundation","Awarded","OGA Award","","SM.Pediatric GenPeds","APEDI0647","",""
"PRJ-2365","Amy Starmer","6/3/2013","The relationship between patient safety culture and medical error rates, physician workflow patterns, and communication practices","Excluded","","ProjFund-2952","FA-02643","Medical Research Foundation of Oregon","","Foundation","Awarded","OGA Award","","SM.Pediatric GenPeds","APEDI0647","",""
"PRJ-2195","Martin Smilkstein","9/3/2010","Antimalarial Drug Susceptibility Assay Development: An In-Field Approach to Antimalarial Resistance Detection","Complete","N/A No CTRC Services","ProjFund-2902","FA-07373","School of Medicine Dean's Office","Summer student project","Internal OHSU","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-2078","Jodi McBride","7/31/2014","RNAI Therapy for Huntingtons Disease: Safety and Efficacy in the Nonhuman Primate","Complete","N/A No CTRC Services","ProjFund-3361","FA-02033","DHHS NIH Natl Inst of Neuro Disorders & Stroke","K99","Federal DHHS LOC","Awarded","OGA Award","","PC.Research Neuro","APRC00857","",""
"PRJ-2078","Jodi McBride","7/31/2014","RNAI Therapy for Huntingtons Disease: Safety and Efficacy in the Nonhuman Primate","Complete","N/A No CTRC Services","ProjFund-2816","FA-01670","DHHS NIH Natl Inst of Neuro Disorders & Stroke","R00","Federal DHHS LOC","Awarded","OGA Award","","PC.Research Neuro","APRC00895","",""
"PRJ-5185","Alison Skalet","4/28/2015","Ocular Oncology Repository","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5093","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5080","Alison Skalet","5/22/2015","Regression Patterns and Complications Following Gene Expression Testing for Uveal Melanoma","Approved Post-IRB","Terminated","ProjFund-4960","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6042","Alison Skalet","8/9/2017","Predicting Visual Acuity and Mortality in Patients Treated with I-125 Brachytherapy","Approved Post-IRB","N/A No CTRC Services","ProjFund-6175","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4286","Bobby Heagerty","3/12/2013","Brain Awareness Lecture Series","Approved Non-IRB","","ProjFund-4736","FA-08423","DHHS NIH Natl Ctr for Advancing Translational Sciences","Strategic investment","Federal NIH","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-2196","Cynthia Scheines","9/3/2010","Bioactive Gloss as a Carrier For Growth Factors For Periodontal Regeneration","Complete","N/A No CTRC Services","ProjFund-2904","FA-07346","School of Medicine Dean's Office","Summer student project","Internal OHSU","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-3989","Yoshinobu Koguchi","11/22/2016","Negative Regulation of iNKT Cell Development by Non-canonical NF - kappaB","Complete","N/A No CTRC Services","ProjFund-3586","FA-01701","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","General Ledger Account ? Strategic Investment","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0701","",""
"PRJ-4031","Kristina Young","9/10/2012","Targeted Aletration Of The Tumor Immune Environment To Increase Chemoradiosensitivity In Rectal Cancer","Complete","","ProjFund-3538","FA-06874","DHHS NIH Natl Ctr for Rsch Resources","Pilot Project","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-2152","John Engle","9/16/2011","Differential attachment of mutans streptococci genetic stsrains to restorative materials in crowns in pediatric dental patients.","Complete","N/A No CTRC Services","ProjFund-2864","FA-02196","DHHS NIH Natl Ctr for Rsch Resources","TL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0502","",""
"PRJ-2077","Steven Mansberger","2/28/2010","The Northwest Tribal Vision Project","Complete","N/A No CTRC Services","ProjFund-2815","FA-06880","DHHS NIH Natl Eye Inst","K23","Federal","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-5014","Katharine Simmons","11/4/2016","Tamoxifen for the treatment of unfavorable bleeding patterns in Etonogestrel contraceptive implant users","Complete","N/A No CTRC Services","ProjFund-4840","FA-02080","Society of Family Planning (SFP)","","Foundation","Awarded","OGA Award","","SM.OB/GYN Clinical Research","AOBGY0266","",""
"PRJ-6044","Marissa Kellogg","5/4/2017","Stress, Cortisol and Epilepsy","Proposal Development","Pending","ProjFund-6178","FA-11241","Medical Research Foundation of Oregon","Not Applicable","Academic Institution/Univ","Pre-Award","Non-OGA Award","","","","",""
"PRJ-6065","Alexander Guimaraes","5/30/2017","A Pilot Study Using a Novel Imaging of Lymph Nodes in Patients with Locally Advanced Esophageal Cancer Using Ferumoxytol Enhanced MRI","Approved Post-IRB","N/A No CTRC Services","ProjFund-6198","FA-11232","Michael J Newton Esophageal Cancer Foundation","","Foundation","","Non-OGA Award","","","","",""
"PRJ-5549","Alexander Guimaraes","5/30/2017","Validation of MRI Microvascular Biomarkers in Pancreatic Cancer with Magnetic Nanoparticles","Complete","N/A No CTRC Services","ProjFund-5645","FA-08619","DHHS NIH Natl Inst of Biomedical Imaging & Bioengineering","K08","Federal DHHS Individual Draw","Awarded","OGA Award","","SM.Diag Rad Admin","ADRAD0015","",""
"PRJ-6038","Libby Mirande","4/28/2017","Diagnostic Utility of CT vs US in Acute Cholecystitis","Approved Post-IRB","N/A No CTRC Services","ProjFund-6171","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5046","Nicole Roy","12/22/2014","ACRIN 6702: A multi-center study evaluating the utility of diffusion weighted imaging for detection and diagnosis of breast cancer","Withdrawn","","ProjFund-4905","FA-08663","American College of Radiology Imaging Network","Not Applicable","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-3800","Catherine Grasso","10/1/2012","Clonal evolution of castrate resistant prostate cancer in response to MDV3100 treatment","Complete","N/A No CTRC Services","ProjFund-3529","FA-06817","DHHS NIH Natl Cancer Inst","K99","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4386","Matthew Taylor","9/10/2013","C16018: Phase 1 Study of MLN9708 in Solid Tumors or Hematologic Malignancies with Varying Degrees of Liver Dysfunction","Withdrawn","","ProjFund-4073","FA-06793","Millennium Pharmaceuticals Inc","Not Applicable","Industry","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4451","Matthew Taylor","4/29/2014","EMR200066-013 A Multi-Center, Open-Label, Single 60 mg Dose, Two Period, Two Sequence Cross-Over Trial to Investigate the Relative Bioavailability of Two Solid Oral Pimasertib Formulations in Cancer Patients","Withdrawn","N/A No CTRC Services","ProjFund-4171","FA-02363","EMD Serono Inc","","Industry","Awarded","OGA Award","","SM.Knight Phase I Clinical Trials","ACNCR0475","",""
"PRJ-5924","Matthew Taylor","1/20/2017","Multicenter Phase 1, Open-Label Study ofDCC-3014 to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics in Patients with Advanced Malignancies","Approved Post-IRB","Active","ProjFund-6075","FA-10972","Deciphera Pharmaceuticals LLC","","Industry","Pre-Award","Non-OGA Award","","","","",""
